Index,Title,RED,GREEN,BLUE,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2,RGB AVG
1999,Streets of Rage 4,148.54,112.14,51.35,0.10,0.65,148.54,0.10,99.95,-0.49,104.01
874,Guacamelee,150.37,109.46,51.97,0.10,0.65,150.37,0.10,101.17,-0.49,103.93
219,Blacksad - Under the Skin,162.50,117.58,57.65,0.10,0.65,162.50,0.10,110.08,-0.48,112.58
1979,SteamWorld Dig,142.11,104.44,48.17,0.10,0.66,142.11,0.10,95.14,-0.50,98.24
1262,Metal Gear Solid 3 - Snake Eater,118.96,85.06,38.48,0.10,0.68,118.96,0.10,78.72,-0.52,80.83
1218,Mario vs. Donkey Kong - Mini-Land Mayhem,168.91,120.82,53.94,0.10,0.68,168.91,0.10,111.42,-0.52,114.56
769,Fossil Fighters,166.84,120.45,44.33,0.10,0.73,166.84,0.10,105.59,-0.59,110.54
471,DeathSpank - Thongs of Virtue,156.20,107.25,37.47,0.10,0.76,156.20,0.10,96.84,-0.62,100.31
2280,Thronefall,185.63,129.36,42.84,0.10,0.77,185.63,0.10,114.23,-0.63,119.28
937,Hidden in Plain Sight,65.53,43.44,12.92,0.10,0.80,65.53,0.10,39.22,-0.69,40.63
294,Call of Juarez Gunslinger,160.70,107.27,29.71,0.10,0.82,160.70,0.10,95.20,-0.70,99.22
1867,Singularity,20.84,20.72,20.48,0.11,0.02,20.84,0.11,20.66,-0.01,20.68
2181,The Last Story,213.40,211.88,209.27,0.11,0.02,213.40,0.11,211.33,-0.01,211.52
2258,The Witcher 2 - Assassins of Kings,45.30,44.36,42.66,0.11,0.06,45.30,0.11,43.98,-0.03,44.11
1249,Mega Man Battle Network - Legacy Collection,163.41,159.57,151.28,0.11,0.07,163.41,0.11,157.34,-0.04,158.09
1787,Scribblenauts,210.30,205.52,194.89,0.11,0.07,210.30,0.11,202.60,-0.04,203.57
789,Fury Unleashed,140.74,136.55,129.27,0.11,0.08,140.74,0.11,135.01,-0.04,135.52
2292,Tiny Lands,197.55,192.47,182.13,0.11,0.08,197.55,0.11,189.84,-0.04,190.72
2146,The Elder Scrolls IV - Oblivion,197.36,190.14,175.31,0.11,0.11,197.36,0.11,186.34,-0.06,187.60
2187,The Legend of Zelda - Breath of the Wild,127.24,122.07,111.49,0.11,0.12,127.24,0.11,119.36,-0.07,120.27
129,Assassin's Creed Syndicate,96.61,92.37,84.85,0.11,0.12,96.61,0.11,90.73,-0.07,91.28
451,Dead Rising 3,87.04,82.86,74.78,0.11,0.14,87.04,0.11,80.91,-0.08,81.56
2546,Yakuza Kiwami,110.05,103.94,93.21,0.11,0.15,110.05,0.11,101.63,-0.08,102.40
1210,Mario Party 6,122.73,116.20,102.89,0.11,0.16,122.73,0.11,112.81,-0.09,113.94
1192,Mario & Luigi - Superstar Saga + Bowser's Minions,177.67,167.93,149.05,0.11,0.16,177.67,0.11,163.36,-0.09,164.88
2414,Valiant Hearts the Great War,94.96,89.89,79.35,0.11,0.16,94.96,0.11,87.16,-0.09,88.07
2027,Super Mario 3D World + Bowser's Fury,136.34,127.63,112.49,0.11,0.17,136.34,0.11,124.42,-0.10,125.49
933,Heroes of Might and Magic V,167.71,158.06,139.80,0.11,0.17,167.71,0.11,153.76,-0.09,155.19
1841,Shin Megami Tensei IV,89.53,84.14,74.11,0.11,0.17,89.53,0.11,81.82,-0.10,82.59
1449,Old Man's Journey,146.29,137.08,119.27,0.11,0.18,146.29,0.11,132.78,-0.10,134.22
1666,Recettear - An Item Shops Tale,185.01,173.82,151.49,0.11,0.18,185.01,0.11,168.25,-0.10,170.11
2167,The Humans - Meet the Ancestors,126.37,117.84,102.66,0.11,0.19,126.37,0.11,114.51,-0.10,115.62
1200,Mario Hoops 3-on-3,144.16,135.07,115.65,0.11,0.20,144.16,0.11,129.90,-0.11,131.63
1642,Rage,195.14,180.87,156.28,0.11,0.20,195.14,0.11,175.71,-0.11,177.43
1900,Solasta - Crown of the Magister,79.87,74.55,63.70,0.11,0.20,79.87,0.11,71.79,-0.11,72.71
45,Age of Empires III,155.68,143.26,120.77,0.11,0.22,155.68,0.11,138.22,-0.13,139.90
799,Gemini Rue,46.68,43.32,36.56,0.11,0.22,46.68,0.11,41.62,-0.12,42.18
2041,Super Scribblenauts,173.25,158.64,130.08,0.11,0.25,173.25,0.11,151.67,-0.14,153.99
2379,Unbound - Worlds Apart,68.88,62.24,50.37,0.11,0.27,68.88,0.11,59.62,-0.16,60.50
725,Final Fantasy Type-0,178.42,159.62,124.50,0.11,0.30,178.42,0.11,151.46,-0.18,154.18
2366,TY the Tasmanian Tiger 2,148.07,133.45,101.99,0.11,0.31,148.07,0.11,125.03,-0.19,127.84
1494,Paper Mario,173.55,156.51,119.74,0.11,0.31,173.55,0.11,146.64,-0.18,149.93
306,Castlevania - Curse of Darkness,71.66,63.53,49.18,0.11,0.31,71.66,0.11,60.42,-0.19,61.46
767,Fort Triumph,112.91,100.37,76.27,0.11,0.32,112.91,0.11,94.59,-0.20,96.52
1348,Mystery Dungeon Shiren The Wanderer 3,94.29,82.99,63.69,0.11,0.32,94.29,0.11,78.99,-0.20,80.33
458,Deadlight,118.11,105.03,79.33,0.11,0.33,118.11,0.11,98.72,-0.20,100.82
2518,World of Goo,140.49,123.52,93.58,0.11,0.33,140.49,0.11,117.04,-0.20,119.20
2343,Tribal Hunter,154.19,135.94,103.76,0.11,0.33,154.19,0.11,128.98,-0.20,131.30
2033,Super Mario Party Jamboree,161.36,139.43,99.73,0.11,0.38,161.36,0.11,130.54,-0.24,133.51
2070,T.R.A.G. - Mission of Mercy,58.09,50.86,35.57,0.11,0.39,58.09,0.11,46.83,-0.25,48.17
546,Doom,129.94,110.19,76.22,0.11,0.41,129.94,0.11,103.08,-0.26,105.45
1029,Jak and Daxter - The Precursor Legacy,115.84,97.58,66.38,0.11,0.43,115.84,0.11,91.11,-0.27,93.27
967,Hylics 2,23.39,20.15,13.26,0.11,0.43,23.39,0.11,18.32,-0.29,18.93
1641,Radiata Stories,156.52,134.58,86.35,0.11,0.45,156.52,0.11,121.43,-0.29,125.82
1491,Paper Mario - Sticker Star,177.94,152.44,97.71,0.11,0.45,177.94,0.11,137.82,-0.29,142.69
2309,Tom Clancy's Splinter Cell - Pandora Tomorrow,85.58,71.11,44.50,0.11,0.48,85.58,0.11,65.04,-0.32,67.06
2450,Warcraft III - Reign of Chaos,64.72,53.91,32.71,0.11,0.49,64.72,0.11,48.72,-0.34,50.45
2496,Wilmot's Warehouse,77.42,64.30,38.52,0.11,0.50,77.42,0.11,57.97,-0.34,60.08
410,Crow Country,41.45,34.51,20.28,0.11,0.51,41.45,0.11,30.86,-0.35,32.08
38,Advent Rising,214.91,179.49,102.90,0.11,0.52,214.91,0.11,158.91,-0.35,165.77
1083,Knock-Knock,86.35,70.15,41.76,0.11,0.52,86.35,0.11,64.05,-0.35,66.09
1565,Pokémon - HeartGold Version,187.00,152.48,85.91,0.11,0.54,187.00,0.11,136.45,-0.37,141.79
1439,Oddworld - New 'n' Tasty,106.10,85.69,46.71,0.11,0.56,106.10,0.11,76.40,-0.39,79.50
1606,Professor Layton and the Lost Future,137.62,111.12,56.27,0.11,0.59,137.62,0.11,96.95,-0.42,101.67
1917,Sonic Mania,182.18,147.17,73.75,0.11,0.60,182.18,0.11,127.96,-0.43,134.37
2195,The Legend of Zelda - The Wind Waker,174.37,135.46,62.15,0.11,0.64,174.37,0.11,118.26,-0.48,124.00
1660,Raw Metal,77.28,59.49,26.19,0.11,0.66,77.28,0.11,51.74,-0.50,54.32
1325,Mortal Kombat 11,184.23,141.67,61.04,0.11,0.67,184.23,0.11,122.63,-0.51,128.98
1108,Legend of Mana,166.87,125.26,51.88,0.11,0.69,166.87,0.11,109.38,-0.53,114.67
2099,Teenage Mutant Ninja Turtles,162.51,119.33,36.08,0.11,0.78,162.51,0.11,99.30,-0.64,105.97
2186,The Legend of Zelda - A Link Between Worlds,124.23,91.28,19.48,0.11,0.84,124.23,0.11,71.85,-0.74,78.33
2251,The Unfinished Swan,198.94,198.36,196.72,0.12,0.01,198.94,0.12,197.83,-0.01,198.01
2516,World of Final Fantasy,177.79,175.05,168.11,0.12,0.05,177.79,0.12,172.95,-0.03,173.65
607,Dying Light,133.89,131.79,125.61,0.12,0.06,133.89,0.12,129.75,-0.03,130.43
1168,Lunar 2 - Eternal Blue Complete,99.38,97.63,93.18,0.12,0.06,99.38,0.12,96.28,-0.03,96.73
1115,Lethal League - Blaze,114.32,111.89,105.13,0.12,0.08,114.32,0.12,109.73,-0.04,110.45
2036,Super Mario Sunshine,184.03,179.78,169.09,0.12,0.08,184.03,0.12,176.56,-0.04,177.63
2282,Thunder Force V - Perfect System,76.45,74.62,69.87,0.12,0.09,76.45,0.12,73.16,-0.05,73.64
1028,Jak and Daxter - The Lost Frontier,120.59,116.92,108.43,0.12,0.10,120.59,0.12,114.51,-0.05,115.31
876,Guilty Gear Dust Strikers,106.64,102.82,94.29,0.12,0.12,106.64,0.12,100.47,-0.06,101.25
1216,Mario Vs Donkey Kong 2 - March of the Minis,128.33,123.45,111.46,0.12,0.13,128.33,0.12,119.90,-0.07,121.08
194,Bears In Space,131.72,126.71,112.72,0.12,0.14,131.72,0.12,122.22,-0.08,123.72
447,Days Gone,84.94,81.36,72.36,0.12,0.15,84.94,0.12,78.65,-0.08,79.55
1512,Pathfinder - Kingmaker,68.27,65.11,56.58,0.12,0.17,68.27,0.12,62.42,-0.10,63.32
2564,Ys Memories of Celceta,119.15,113.17,97.65,0.12,0.18,119.15,0.12,108.40,-0.10,109.99
317,Cat God Ranch,172.07,162.26,139.25,0.12,0.19,172.07,0.12,155.66,-0.11,157.86
1698,Resistance - Fall of Man,127.14,120.68,102.17,0.12,0.20,127.14,0.12,114.66,-0.11,116.66
1062,King Arthur Knight's Tale,32.23,30.44,25.67,0.12,0.20,32.23,0.12,28.95,-0.12,29.45
121,Assassin's Creed - Origins,129.40,122.41,102.72,0.12,0.21,129.40,0.12,116.06,-0.12,118.18
2050,Supermarket Shriek,188.48,177.51,149.54,0.12,0.21,188.48,0.12,169.01,-0.12,171.84
2513,Wonder Boy - The Dragon's Trap,154.02,144.17,120.49,0.12,0.22,154.02,0.12,137.25,-0.12,139.56
337,Children of Mana,115.89,109.08,89.55,0.12,0.23,115.89,0.12,102.72,-0.13,104.84
969,Hypnospace Outlaw,155.42,145.34,117.27,0.12,0.25,155.42,0.12,136.35,-0.14,139.34
1423,No Sun To Worship,37.80,35.12,28.17,0.12,0.25,37.80,0.12,32.99,-0.15,33.70
73,Amnesia The Bunker,30.43,27.98,22.50,0.12,0.26,30.43,0.12,26.46,-0.16,26.97
2551,Yooka-Laylee and the Impossible Lair,174.52,160.32,126.84,0.12,0.27,174.52,0.12,150.68,-0.16,153.90
349,Clan O'Conall and the Crown of the Stag,76.16,70.11,54.48,0.12,0.28,76.16,0.12,65.32,-0.17,66.92
677,Fallout 4,82.75,75.35,58.47,0.12,0.29,82.75,0.12,70.61,-0.17,72.19
1771,Sam & Max - Hit the Road,136.19,125.01,95.56,0.12,0.30,136.19,0.12,115.88,-0.18,118.92
1734,Rock of Ages 3 - Make and Break,147.48,135.28,102.77,0.12,0.30,147.48,0.12,125.12,-0.18,128.51
199,Behind the Frame - The Finest Scenery,193.56,175.70,135.74,0.12,0.30,193.56,0.12,164.65,-0.18,168.33
2004,Styx Master of Shadows,35.15,31.96,23.87,0.12,0.32,35.15,0.12,29.51,-0.20,30.33
110,Army Men - Air Combat,157.47,142.03,105.81,0.12,0.33,157.47,0.12,131.64,-0.20,135.10
1344,My Friend Pedro,160.25,144.19,107.50,0.12,0.33,160.25,0.12,133.88,-0.20,137.31
2345,Trine 2,128.02,115.15,84.06,0.12,0.34,128.02,0.12,106.04,-0.21,109.08
1206,Mario Party 2,172.64,157.99,114.44,0.12,0.34,172.64,0.12,143.54,-0.20,148.36
1786,Scott Pilgrim vs. the World The Game,147.75,131.95,96.25,0.12,0.35,147.75,0.12,122.00,-0.21,125.31
1113,Lemmings,144.37,128.62,88.61,0.12,0.39,144.37,0.12,116.49,-0.24,120.53
1446,Okage - Shadow King,90.28,80.63,55.49,0.12,0.39,90.28,0.12,72.89,-0.24,75.47
2351,Trombone Champ,157.23,140.23,94.91,0.12,0.40,157.23,0.12,126.07,-0.25,130.79
1716,Rhythm Heaven,153.35,135.72,85.74,0.12,0.44,153.35,0.12,119.54,-0.29,124.94
1514,Pathway,193.40,166.84,104.95,0.12,0.46,193.40,0.12,149.18,-0.30,155.06
1987,Stikbold!,220.94,195.02,118.79,0.12,0.46,220.94,0.12,169.87,-0.30,178.25
1986,Stikbold A Dodgeball Adventure,220.94,195.02,118.79,0.12,0.46,220.94,0.12,169.87,-0.30,178.25
540,Donkey Kong Country Returns,113.05,97.30,57.24,0.12,0.49,113.05,0.12,85.15,-0.33,89.20
2077,Tales from Space Mutant Blobs Attack,109.40,93.32,54.47,0.12,0.50,109.40,0.12,81.93,-0.34,85.73
1284,Might and Magic - Clash of Heroes,139.64,118.35,66.99,0.12,0.52,139.64,0.12,103.32,-0.36,108.33
530,Divinity Dragon Commander,114.52,96.20,54.20,0.12,0.53,114.52,0.12,84.36,-0.36,88.31
1791,Seasons After Fall,54.74,46.95,25.57,0.12,0.53,54.74,0.12,40.16,-0.37,42.42
87,Ape Out,96.66,82.43,45.69,0.12,0.53,96.66,0.12,71.18,-0.36,74.93
255,Borderlands The Handsome Collection,105.35,88.60,48.46,0.12,0.54,105.35,0.12,76.91,-0.37,80.80
2455,WarioWare - D.I.Y,219.27,183.89,99.80,0.12,0.54,219.27,0.12,159.54,-0.38,167.65
660,Exit,148.16,124.87,63.71,0.12,0.57,148.16,0.12,105.94,-0.40,112.25
1417,No More Heroes 2- Desperate Struggle,152.79,126.64,63.94,0.12,0.58,152.79,0.12,108.36,-0.41,114.46
20,A Short Hike,174.33,145.81,73.23,0.12,0.58,174.33,0.12,123.78,-0.41,131.12
745,Fire Emblem - Shadow Dragon,167.87,140.08,68.87,0.12,0.59,167.87,0.12,118.37,-0.42,125.61
989,Indika,56.81,47.40,22.47,0.12,0.60,56.81,0.12,39.64,-0.44,42.23
1272,Metro Last Light,84.87,69.48,32.34,0.12,0.62,84.87,0.12,58.60,-0.46,62.23
1266,Metal Gear Solid,136.03,135.53,133.55,0.13,0.02,136.03,0.13,134.79,-0.01,135.04
1897,Sniper Elite V2,102.39,100.86,95.02,0.13,0.07,102.39,0.13,98.70,-0.04,99.42
1702,Resonance of Fate,104.40,102.86,97.39,0.13,0.07,104.40,0.13,100.89,-0.04,101.55
2239,The Stanley Parable,69.96,68.92,65.14,0.13,0.07,69.96,0.13,67.55,-0.04,68.01
519,Disney Illusion Island,142.76,139.62,129.93,0.13,0.09,142.76,0.13,136.35,-0.05,137.44
794,Gardening Mama,138.69,135.13,123.96,0.13,0.11,138.69,0.13,131.33,-0.06,132.60
506,Diner Bros,170.02,165.99,148.93,0.13,0.12,170.02,0.13,159.48,-0.07,161.65
439,Darksiders,111.50,107.82,96.65,0.13,0.13,111.50,0.13,104.07,-0.07,105.32
649,Etrian Odyssey Nexus,148.75,145.09,129.82,0.13,0.13,148.75,0.13,139.28,-0.07,141.22
2314,Tomba! 2 - The Evil Swine Return,104.64,101.39,89.53,0.13,0.14,104.64,0.13,97.08,-0.08,98.52
1748,Rune Factory 3 - A Fantasy Harvest Moon,152.41,147.98,130.43,0.13,0.14,152.41,0.13,141.42,-0.08,143.61
1898,Snufkin Melody of Moominvalley,142.94,137.90,121.07,0.13,0.15,142.94,0.13,132.00,-0.08,133.97
2162,The Getaway,98.83,95.70,84.23,0.13,0.15,98.83,0.13,91.53,-0.08,92.92
938,Hidden Through Time 2 Myths and Magic,143.28,137.31,116.50,0.13,0.19,143.28,0.13,129.89,-0.10,132.36
1635,Quantum Conundrum,120.34,114.60,95.71,0.13,0.20,120.34,0.13,108.02,-0.12,110.22
735,Final Fantasy XII - Revenant Wings,137.62,130.81,110.06,0.13,0.20,137.62,0.13,123.84,-0.11,126.16
631,Enclave,63.31,60.54,50.69,0.13,0.20,63.31,0.13,57.00,-0.11,58.18
611,Earthworm Jim,110.27,105.81,87.28,0.13,0.21,110.27,0.13,98.77,-0.12,101.12
1395,Nidhogg,75.47,71.54,59.46,0.13,0.21,75.47,0.13,67.46,-0.12,68.82
1480,Overcrowd - A Commute 'Em Up,138.69,131.28,103.53,0.13,0.25,138.69,0.13,121.11,-0.15,124.50
491,Deus Ex - Mankind Divided,50.00,47.47,37.58,0.13,0.25,50.00,0.13,43.79,-0.15,45.02
2026,Super Mario 3D Land,153.20,144.45,110.54,0.13,0.28,153.20,0.13,131.87,-0.16,136.06
163,Band Hero,185.31,173.03,131.91,0.13,0.29,185.31,0.13,158.61,-0.17,163.42
1543,Pikmin 2,110.03,103.02,73.42,0.13,0.33,110.03,0.13,91.73,-0.20,95.49
2524,X-Men - Mutant Academy 2,75.30,69.70,50.65,0.13,0.33,75.30,0.13,62.98,-0.20,65.22
1134,Little Nightmares,97.34,89.59,65.66,0.13,0.33,97.34,0.13,81.50,-0.20,84.20
1942,Spin Rhythm XD,165.77,154.19,107.95,0.13,0.35,165.77,0.13,136.86,-0.21,142.64
910,Harvest Moon 64,128.95,117.76,81.72,0.13,0.37,128.95,0.13,105.34,-0.23,109.48
2207,The Mark of Kri,158.04,144.12,99.12,0.13,0.37,158.04,0.13,128.58,-0.23,133.76
1304,Momodora Moonlit Farewell,179.52,166.24,112.93,0.13,0.37,179.52,0.13,146.22,-0.23,152.90
2355,TUNIC,124.23,113.71,74.25,0.13,0.40,124.23,0.13,99.24,-0.25,104.07
577,Dragon's Crown Pro,86.20,77.30,50.41,0.13,0.42,86.20,0.13,68.30,-0.27,71.30
701,Fighting Fantasy - The Warlock of Firetop Mountain,66.64,59.55,37.20,0.13,0.44,66.64,0.13,51.92,-0.29,54.46
98,Arise - A Simple Story,149.61,135.05,82.94,0.13,0.45,149.61,0.13,116.27,-0.29,122.53
142,Atari 50 - The Anniversary Celebration,78.31,68.62,38.17,0.13,0.51,78.31,0.13,58.24,-0.35,61.70
1336,Ms. Pac-Man - Maze Madness,146.18,128.72,69.62,0.13,0.52,146.18,0.13,107.90,-0.36,114.84
879,Gungrave,104.25,90.69,48.81,0.13,0.53,104.25,0.13,76.53,-0.37,81.25
567,Dragon Quest Heroes - Rocket Slime,173.60,152.44,75.00,0.13,0.57,173.60,0.13,124.30,-0.40,133.68
486,Detective Pikachu,175.69,154.01,75.32,0.13,0.57,175.69,0.13,125.51,-0.40,135.01
538,Donkey Kong - Jungle Beat,133.14,116.34,56.51,0.13,0.58,133.14,0.13,94.82,-0.41,102.00
431,Dark Souls III,86.83,75.91,35.25,0.13,0.59,86.83,0.13,61.04,-0.43,66.00
713,Final Fantasy Fables - Chocobo Tales,165.09,140.99,61.71,0.13,0.63,165.09,0.13,113.40,-0.46,122.60
1780,Say No More,194.20,167.60,67.44,0.13,0.65,194.20,0.13,130.82,-0.49,143.08
2046,Super Woden GP 2,156.65,130.29,46.69,0.13,0.70,156.65,0.13,101.67,-0.55,111.21
1415,Nippon Marathon,187.29,159.24,51.18,0.13,0.73,187.29,0.13,119.24,-0.58,132.57
1388,New Super Mario Bros. 2,189.33,156.36,39.05,0.13,0.79,189.33,0.13,114.19,-0.66,128.25
419,Cuphead,197.18,166.46,41.91,0.13,0.79,197.18,0.13,119.54,-0.65,135.18
1878,Sky Force Anniversary,225.70,178.59,15.25,0.13,0.93,225.70,0.13,120.48,-0.88,139.85
2333,Toybox Turbos,117.62,116.42,110.54,0.14,0.06,117.62,0.14,114.08,-0.03,114.86
973,I am Setsuna,213.81,212.20,201.66,0.14,0.06,213.81,0.14,207.73,-0.03,209.22
1578,Pokémon Stadium 2,149.89,147.17,135.21,0.14,0.10,149.89,0.14,142.55,-0.05,144.09
531,Divinity II,141.39,138.46,122.87,0.14,0.13,141.39,0.14,132.13,-0.07,134.24
1420,No One Lives Forever 2 - A Spy in H.A.R.M.'s Way,67.86,66.09,58.46,0.14,0.14,67.86,0.14,63.16,-0.08,64.14
1587,Potion Permit,142.17,138.74,121.40,0.14,0.15,142.17,0.14,131.78,-0.08,134.10
1609,Project Eden,177.21,173.44,149.85,0.14,0.15,177.21,0.14,163.53,-0.08,166.83
1341,Mutant Year Zero - Road To Eden,67.11,65.19,56.14,0.14,0.16,67.11,0.14,61.62,-0.09,62.81
292,Call of Juarez - Bound in Blood,138.02,134.32,114.78,0.14,0.17,138.02,0.14,126.40,-0.09,129.04
1173,Machinarium,79.98,77.72,66.33,0.14,0.17,79.98,0.14,73.15,-0.09,74.67
293,Call of Juarez - The Cartel,118.04,114.18,97.30,0.14,0.18,118.04,0.14,107.67,-0.10,109.84
1708,Return to Monkey Island,73.02,70.67,59.93,0.14,0.18,73.02,0.14,66.48,-0.10,67.87
722,Final Fantasy Tactics - The War of the Lions,126.17,122.48,102.66,0.14,0.19,126.17,0.14,114.42,-0.10,117.10
834,Golden Lap,206.96,199.99,166.70,0.14,0.19,206.96,0.14,186.83,-0.11,191.21
983,Ikaruga,141.75,136.58,113.75,0.14,0.20,141.75,0.14,127.75,-0.11,130.69
1866,Sin and Punishment,54.66,52.94,43.71,0.14,0.20,54.66,0.14,49.18,-0.11,50.44
171,Bastion,143.61,138.86,113.96,0.14,0.21,143.61,0.14,128.78,-0.12,132.14
245,Blur,87.75,84.97,68.87,0.14,0.22,87.75,0.14,78.31,-0.12,80.53
1312,Monster Hunter Stories 2 - Wings of Ruin,135.54,131.39,104.42,0.14,0.23,135.54,0.14,119.98,-0.13,123.78
1833,Shenmue II,118.14,112.97,89.96,0.14,0.24,118.14,0.14,104.05,-0.14,107.02
2458,WarioWare Gold,149.04,143.63,111.68,0.14,0.25,149.04,0.14,130.36,-0.14,134.78
1315,Monster Sanctuary,126.01,120.86,92.39,0.14,0.27,126.01,0.14,109.20,-0.16,113.09
215,BIT.Trip Runner,95.52,91.91,70.20,0.14,0.27,95.52,0.14,82.86,-0.15,85.87
2001,Strike Force Heroes,127.31,121.01,90.24,0.14,0.29,127.31,0.14,108.77,-0.17,112.85
1441,Oddworld - Stranger's Wrath,106.29,100.00,71.58,0.14,0.33,106.29,0.14,88.94,-0.20,92.63
1131,Little Inferno,63.85,60.50,42.88,0.14,0.33,63.85,0.14,53.36,-0.20,55.74
532,DK - Jungle Climber,97.49,92.48,64.56,0.14,0.34,97.49,0.14,81.02,-0.21,84.84
2229,The Room Three,57.02,53.11,34.27,0.14,0.40,57.02,0.14,45.65,-0.25,48.13
184,Battle Chef Brigade,174.87,162.62,98.88,0.14,0.43,174.87,0.14,136.87,-0.28,145.46
613,Eastward,141.75,130.61,75.48,0.14,0.47,141.75,0.14,108.61,-0.31,115.95
388,Crash - Mind over Mutant,104.61,95.08,54.28,0.14,0.48,104.61,0.14,79.45,-0.32,84.66
369,Commandos - Beyond the Call of Duty,93.74,85.35,49.09,0.14,0.48,93.74,0.14,71.41,-0.32,76.06
297,Capcom Arcade Stadium,161.90,146.78,80.05,0.14,0.51,161.90,0.14,120.97,-0.34,129.57
591,Duck Detective - The Secret Salami,95.56,88.72,44.85,0.14,0.53,95.56,0.14,70.21,-0.37,76.38
1197,Mario and Luigi Brothership,167.68,167.23,162.65,0.15,0.03,167.68,0.15,165.17,-0.02,165.86
127,Assassin's Creed IV - Black Flag,150.25,149.64,144.53,0.15,0.04,150.25,0.15,147.39,-0.02,148.14
714,Final Fantasy III,202.78,201.97,193.79,0.15,0.04,202.78,0.15,198.28,-0.02,199.51
1432,ObsCure,190.34,189.26,179.08,0.15,0.06,190.34,0.15,184.71,-0.03,186.23
667,F.I.S.T. Forged In Shadow Torch,94.88,94.04,88.07,0.15,0.07,94.88,0.15,91.48,-0.04,92.33
120,Assassin's Creed - Odyssey,143.54,142.12,132.03,0.15,0.08,143.54,0.15,137.78,-0.04,139.23
1759,Sacred,191.64,190.46,176.07,0.15,0.08,191.64,0.15,183.85,-0.04,186.06
261,Braid Anniversary Edition,138.27,136.93,126.29,0.15,0.09,138.27,0.15,132.28,-0.05,133.83
1428,Northgard,90.18,89.52,81.55,0.15,0.10,90.18,0.15,85.86,-0.05,87.08
1137,LittleBigPlanet,132.57,131.29,114.39,0.15,0.14,132.57,0.15,123.48,-0.07,126.08
37,Advance Wars 1+2 - Re-Boot Camp,153.13,150.20,129.43,0.15,0.15,153.13,0.15,141.28,-0.08,144.25
1528,Persona 4 Golden,110.40,108.82,93.03,0.15,0.16,110.40,0.15,101.72,-0.09,104.08
262,Braid,82.01,80.60,68.82,0.15,0.16,82.01,0.15,75.41,-0.09,77.14
2463,Wasteland 2,60.62,59.24,49.72,0.15,0.18,60.62,0.15,55.17,-0.10,56.53
193,Bear and Breakfast,96.53,95.17,77.90,0.15,0.19,96.53,0.15,87.22,-0.11,89.87
1237,Maximo - Ghosts to Glory,104.07,101.60,77.64,0.15,0.25,104.07,0.15,90.86,-0.15,94.44
465,Death Jr. and the Science Fair of Doom,168.42,163.93,125.98,0.15,0.25,168.42,0.15,147.20,-0.15,152.78
403,Creaks,79.56,77.66,59.86,0.15,0.25,79.56,0.15,69.71,-0.14,72.36
1872,Skelittle A Giant Party,148.79,144.46,106.64,0.15,0.28,148.79,0.15,127.72,-0.17,133.30
2039,Super Monkey Ball - Banana Mania,152.57,148.76,106.81,0.15,0.30,152.57,0.15,129.69,-0.18,136.04
1705,Retro Machina,146.82,143.36,99.63,0.15,0.32,146.82,0.15,123.22,-0.19,129.94
2474,Welcome to Elk,155.79,149.54,106.19,0.15,0.32,155.79,0.15,130.99,-0.19,137.17
1730,Robin Hood - The Legend of Sherwood,63.08,60.70,32.78,0.15,0.48,63.08,0.15,47.93,-0.32,52.19
1715,Rhythm Heaven Fever,140.01,134.81,71.94,0.15,0.49,140.01,0.15,105.98,-0.32,115.59
423,Cyberpunk 2077,128.66,117.10,28.98,0.15,0.77,128.66,0.15,78.82,-0.64,91.58
478,Degrees of Separation,155.51,155.26,150.73,0.16,0.03,155.51,0.16,153.12,-0.02,153.84
1756,Sable,198.22,198.11,189.49,0.16,0.04,198.22,0.16,193.86,-0.02,195.28
252,Boomerang X,48.83,48.68,46.61,0.16,0.05,48.83,0.16,47.72,-0.02,48.04
2142,The Dark Spire,10.27,10.24,9.61,0.16,0.06,10.27,0.16,9.94,-0.04,10.04
1747,Rune Factory 2 - A Fantasy Harvest Moon,152.80,152.21,143.21,0.16,0.06,152.80,0.16,148.00,-0.03,149.41
1433,Octodad - Dadliest Catch,115.37,114.77,104.56,0.16,0.09,115.37,0.16,109.97,-0.05,111.57
1306,Monster Crown,157.00,156.64,140.81,0.16,0.10,157.00,0.16,148.91,-0.05,151.48
2214,The Mummy Demastered,91.06,90.82,81.80,0.16,0.10,91.06,0.16,86.43,-0.05,87.89
2431,Vestaria Saga I - War of the Scions,145.37,144.24,124.02,0.16,0.15,145.37,0.16,134.70,-0.08,137.88
1746,Rune Factory - A Fantasy Harvest Moon,164.32,163.90,140.43,0.16,0.15,164.32,0.16,152.38,-0.08,156.22
248,Bomb Rush Cyberfunk,135.11,133.86,109.22,0.16,0.19,135.11,0.16,122.17,-0.11,126.07
1593,Primal,46.23,45.94,37.52,0.16,0.19,46.23,0.16,41.88,-0.11,43.23
2066,Syphon Filter 3,90.75,89.53,67.99,0.16,0.25,90.75,0.16,79.37,-0.15,82.76
2230,The Room Two,39.52,38.85,29.11,0.16,0.26,39.52,0.16,34.32,-0.16,35.83
981,ICO,116.50,114.37,85.26,0.16,0.27,116.50,0.16,100.88,-0.16,105.38
1214,Mario Tennis - Open,153.80,152.02,104.58,0.16,0.32,153.80,0.16,129.19,-0.19,136.80
