Index,Title,RED,GREEN,BLUE,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2,RGB AVG
1002,Inked,162.10,161.19,188.46,0.67,0.14,188.46,0.67,174.82,-0.08,170.58
1282,Midnight Fight Express,86.56,86.15,101.45,0.67,0.15,101.45,0.67,93.80,-0.08,91.39
1505,Party Hard 2,117.52,116.61,144.05,0.67,0.19,144.05,0.67,130.33,-0.11,126.06
655,Evergate,108.89,108.39,141.43,0.67,0.23,141.43,0.67,124.91,-0.13,119.57
67,Alundra 2,63.83,63.41,82.85,0.67,0.23,82.85,0.67,73.13,-0.13,70.03
138,Astral Chain,79.00,79.05,114.42,0.67,0.31,114.42,0.67,96.71,-0.19,90.82
1775,SANABI,96.39,96.58,169.05,0.67,0.43,169.05,0.67,132.72,-0.28,120.67
2548,Year Walk,136.72,136.49,140.23,0.68,0.03,140.23,0.68,138.36,-0.01,137.81
152,Ayre,150.12,149.71,155.68,0.68,0.04,155.68,0.68,152.69,-0.02,151.83
2110,Tell Me Why,81.73,81.37,85.13,0.68,0.04,85.13,0.68,83.25,-0.02,82.74
2359,Turok 3 - Shadow of Oblivion,67.46,67.29,70.61,0.68,0.05,70.61,0.68,68.95,-0.02,68.46
723,Final Fantasy Tactics A2 - Grimoire of the Rift,157.80,156.70,170.31,0.68,0.08,170.31,0.68,163.51,-0.04,161.60
218,Black Skylands,119.11,118.29,129.91,0.68,0.09,129.91,0.68,124.10,-0.05,122.44
1630,Qomp2,62.54,62.15,69.34,0.68,0.10,69.34,0.68,65.74,-0.06,64.67
21,A Space For the Unbound,117.09,116.10,133.03,0.68,0.13,133.03,0.68,124.57,-0.07,122.07
1964,Star Wars - Jedi Fallen Order,78.50,77.67,90.74,0.68,0.14,90.74,0.68,84.21,-0.08,82.31
1541,Phoenotopia Awakening,83.24,81.08,102.89,0.68,0.21,102.89,0.68,91.99,-0.12,89.07
2350,Trinity Fusion,60.45,58.91,81.52,0.68,0.28,81.52,0.68,70.21,-0.16,66.96
2086,Tandem - A Tale of Shadows,46.81,45.86,64.40,0.68,0.29,64.40,0.68,55.13,-0.17,52.35
1881,SkyGunner,93.90,90.59,140.81,0.68,0.36,140.81,0.68,115.70,-0.22,108.43
2211,The Messenger,103.08,98.30,153.57,0.68,0.36,153.57,0.68,125.94,-0.22,118.32
455,Dead Space 3,171.65,171.30,174.03,0.69,0.02,174.03,0.69,172.67,-0.01,172.33
1913,Sonic Adventure,149.06,145.28,168.71,0.69,0.14,168.71,0.69,157.00,-0.08,154.35
1912,Sonic Adventure DX,149.06,145.28,168.71,0.69,0.14,168.71,0.69,157.00,-0.08,154.35
927,Helldivers,71.51,70.03,81.86,0.69,0.14,81.86,0.69,75.94,-0.08,74.47
393,Crash Bandicoot 4 - It's About Time,97.88,95.24,112.29,0.69,0.15,112.29,0.69,103.76,-0.08,101.80
603,Dungeons of Hinterberg,130.35,126.52,154.84,0.69,0.18,154.84,0.69,140.68,-0.10,137.24
442,DarQ,53.50,51.35,64.21,0.69,0.20,64.21,0.69,57.78,-0.11,56.35
1290,Mineko's Night Market,82.43,78.09,104.31,0.69,0.25,104.31,0.69,91.20,-0.15,88.28
675,Fallout 2,51.04,48.61,64.63,0.69,0.25,64.63,0.69,56.62,-0.14,54.76
1422,No Straight Roads,104.01,98.14,137.02,0.69,0.28,137.02,0.69,117.58,-0.17,113.06
6,3000th Duel,84.99,79.48,113.68,0.69,0.30,113.68,0.69,96.58,-0.18,92.72
1683,Republique,66.01,62.45,93.86,0.69,0.33,93.86,0.69,78.16,-0.20,74.11
2265,Theatrhythm Final Bar Line,62.49,57.15,95.60,0.69,0.40,95.60,0.69,76.37,-0.26,71.75
1012,Invector - Rhythm Galaxy,64.74,59.35,102.36,0.69,0.42,102.36,0.69,80.85,-0.27,75.48
1469,Ori and the Will of the Wisps,80.80,72.25,149.12,0.69,0.52,149.12,0.69,110.69,-0.35,100.73
1706,Retrowave,72.87,62.42,138.84,0.69,0.55,138.84,0.69,100.63,-0.38,91.38
1693,Resident Evil 6,15.94,11.89,46.11,0.69,0.74,46.11,0.69,29.00,-0.61,24.64
1070,Kingdom Hearts 3D - Dream Drop Distance,154.38,153.91,156.26,0.70,0.02,156.26,0.70,155.08,-0.01,154.85
2264,The World Ends With You,71.74,71.18,73.75,0.70,0.03,73.75,0.70,72.46,-0.02,72.22
2063,Syphon Filter - Logan's Shadow,53.36,52.96,55.07,0.70,0.04,55.07,0.70,54.01,-0.02,53.80
1795,Sekiro - Shadows Die Twice,51.61,50.54,55.49,0.70,0.09,55.49,0.70,53.01,-0.05,52.55
711,Final Fantasy Explorers 2,81.40,79.49,88.01,0.70,0.10,88.01,0.70,83.75,-0.05,82.97
898,Hannah's Day,127.55,124.64,140.81,0.70,0.11,140.81,0.70,132.73,-0.06,131.00
1414,Nioh,85.94,83.49,94.71,0.70,0.12,94.71,0.70,89.10,-0.06,88.05
135,Asterigos - Curse of the Stars,69.65,67.81,77.76,0.70,0.13,77.76,0.70,72.78,-0.07,71.74
2521,Worms W.M.D,124.40,120.67,141.15,0.70,0.15,141.15,0.70,130.91,-0.08,128.74
1911,Sonic Adventure 2,134.97,130.80,153.97,0.70,0.15,153.97,0.70,142.39,-0.08,139.92
1244,Medievil,55.96,54.31,63.57,0.70,0.15,63.57,0.70,58.94,-0.08,57.94
1072,Kingdom Hearts HD 2.5 ReMIX,110.86,105.04,132.25,0.70,0.21,132.25,0.70,118.65,-0.12,116.05
2133,The Blackwell Epiphany,48.37,45.69,58.68,0.70,0.22,58.68,0.70,52.18,-0.13,50.91
97,Arc the Lad,87.53,80.88,117.37,0.70,0.31,117.37,0.70,99.12,-0.19,95.26
1639,Rabbit and Steel,82.84,76.28,111.84,0.70,0.32,111.84,0.70,94.06,-0.19,90.32
206,BIOMORPH,35.69,32.03,49.24,0.70,0.35,49.24,0.70,40.64,-0.22,38.99
1164,Lumote - The Mastermote Chronicles,56.20,50.79,78.57,0.70,0.35,78.57,0.70,64.68,-0.22,61.86
1114,Let's! Revolution!,111.86,96.22,172.69,0.70,0.44,172.69,0.70,134.46,-0.29,126.92
815,Ghostwire - Tokyo,87.69,76.38,139.27,0.70,0.45,139.27,0.70,107.82,-0.29,101.11
982,If Found,112.28,88.85,192.29,0.70,0.54,192.29,0.70,140.57,-0.37,131.14
1995,Strayed Lights,72.91,56.93,129.77,0.70,0.56,129.77,0.70,93.35,-0.39,86.54
948,Hitman,194.86,194.66,195.42,0.71,0.00,195.42,0.71,195.04,0.00,194.98
768,Fossil Fighters - Champions,116.10,115.54,117.61,0.71,0.02,117.61,0.71,116.58,-0.01,116.42
1672,Red Dead Revolver,108.74,105.84,116.31,0.71,0.09,116.31,0.71,111.07,-0.05,110.30
2381,Uncharted - The Lost Legacy,44.72,43.40,48.02,0.71,0.10,48.02,0.71,45.71,-0.05,45.38
1809,Shadow Hearts,88.49,85.70,95.47,0.71,0.10,95.47,0.71,90.59,-0.05,89.89
2391,Unicorn Overlord,114.21,110.58,124.54,0.71,0.11,124.54,0.71,117.56,-0.06,116.44
343,Chorus,58.64,56.75,64.58,0.71,0.12,64.58,0.71,60.66,-0.07,59.99
822,Gloomhaven,49.72,47.57,56.61,0.71,0.16,56.61,0.71,52.09,-0.09,51.30
2499,Windbound,120.36,114.40,137.85,0.71,0.17,137.85,0.71,126.13,-0.09,124.20
556,Dragon Ball Sparking Zero,122.21,113.26,146.34,0.71,0.23,146.34,0.71,129.80,-0.13,127.27
609,Earthnight,100.89,92.22,123.54,0.71,0.25,123.54,0.71,107.88,-0.15,105.55
2189,The Legend of Zelda - Majora's Mask,121.47,109.45,153.16,0.71,0.29,153.16,0.71,131.30,-0.17,128.03
2267,There is No Game Wrong Dimension,91.41,82.85,119.29,0.71,0.31,119.29,0.71,101.07,-0.18,97.85
2557,You Suck at Parking,127.73,112.59,165.08,0.71,0.32,165.08,0.71,138.84,-0.19,135.14
696,FE,31.28,27.52,42.86,0.71,0.36,42.86,0.71,35.19,-0.22,33.89
656,Everhood,50.31,40.11,76.01,0.71,0.47,76.01,0.71,58.06,-0.31,55.48
587,Dreams,34.41,19.73,80.16,0.71,0.75,80.16,0.71,49.95,-0.62,44.77
1105,Legacy of Ys - Books I & II,211.90,210.91,213.77,0.72,0.01,213.77,0.72,212.34,-0.01,212.20
2316,Tony Hawks Pro Skater 1+2,88.66,88.07,89.76,0.72,0.02,89.76,0.72,88.92,-0.01,88.83
1307,Monster Hunter Freedom 2,173.82,172.15,177.08,0.72,0.03,177.08,0.72,174.61,-0.01,174.35
2185,The Legend of Tianding,76.72,75.65,78.85,0.72,0.04,78.85,0.72,77.25,-0.02,77.07
1376,NEO - The World Ends with You,57.76,56.34,60.74,0.72,0.07,60.74,0.72,58.54,-0.04,58.28
244,Blue Fire,64.68,63.24,68.00,0.72,0.07,68.00,0.72,65.62,-0.04,65.31
1230,Mass Effect 3,67.01,64.08,72.79,0.72,0.12,72.79,0.72,68.44,-0.06,67.96
668,F1 Race Stars,135.59,129.61,149.47,0.72,0.13,149.47,0.72,139.54,-0.07,138.22
1919,Sonic Rush,159.87,152.54,175.08,0.72,0.13,175.08,0.72,163.81,-0.07,162.50
1608,Professor Layton vs. Phoenix Wright - Ace Attorney,144.52,136.88,158.91,0.72,0.14,158.91,0.72,147.89,-0.07,146.77
536,Dome Keeper,73.25,69.67,80.61,0.72,0.14,80.61,0.72,75.14,-0.07,74.51
2356,Turok - Dinosaur Hunter,86.49,80.80,97.58,0.72,0.17,97.58,0.72,89.19,-0.10,88.29
1844,Shin Megami Tensei Persona,113.85,106.21,130.02,0.72,0.18,130.02,0.72,118.11,-0.10,116.69
413,CRYMACHINA,151.92,141.12,172.93,0.72,0.18,172.93,0.72,157.03,-0.10,155.32
1507,Patapon 2,117.93,108.80,135.50,0.72,0.20,135.50,0.72,122.15,-0.11,120.74
1287,Minds Beneath Us,45.80,42.59,53.04,0.72,0.20,53.04,0.72,47.82,-0.11,47.14
189,Bayonetta Origins Cereza and the Lost Demon,55.91,51.15,65.19,0.72,0.22,65.19,0.72,58.17,-0.12,57.42
2206,The Mageseeker - A League of Legends Story,99.27,88.06,122.07,0.72,0.28,122.07,0.72,105.06,-0.16,103.13
11,9 Years of Shadows,62.21,55.88,77.21,0.72,0.28,77.21,0.72,66.54,-0.16,65.10
2285,Time Loader,76.21,67.98,95.62,0.72,0.29,95.62,0.72,81.80,-0.17,79.94
625,Eldest Souls,45.72,40.46,58.15,0.72,0.30,58.15,0.72,49.30,-0.18,48.11
843,Gotham Knights,93.27,74.26,134.85,0.72,0.45,134.85,0.72,104.56,-0.29,100.79
1802,Severed Steel,110.34,83.08,164.75,0.72,0.50,164.75,0.72,123.92,-0.33,119.39
1781,Sayonara Wild Hearts,39.53,21.08,80.50,0.72,0.74,80.50,0.72,50.79,-0.60,47.04
1387,New Super Mario Bros Wii,126.20,125.22,127.78,0.73,0.02,127.78,0.73,126.50,-0.01,126.40
124,Assassin's Creed Chronicles,151.30,150.35,153.01,0.73,0.02,153.01,0.73,151.68,-0.01,151.56
335,Chicory - A Colorful Tale,176.71,173.83,181.70,0.73,0.04,181.70,0.73,177.77,-0.02,177.42
550,Double Dragon Neon,110.92,108.69,114.56,0.73,0.05,114.56,0.73,111.62,-0.03,111.39
2088,Tape to Tape,108.18,104.98,114.00,0.73,0.08,114.00,0.73,109.49,-0.04,109.05
1818,Shadowgate 64 - Trials of the Four Towers,31.75,30.66,33.54,0.73,0.09,33.54,0.73,32.10,-0.05,31.98
1430,Oblivion Override,87.63,83.67,94.46,0.73,0.11,94.46,0.73,89.07,-0.06,88.59
253,Borderlands - The Pre-Sequel,84.18,79.62,91.29,0.73,0.13,91.29,0.73,85.46,-0.07,85.03
1500,Paradise Killer,98.76,92.75,109.65,0.73,0.15,109.65,0.73,101.20,-0.08,100.39
469,Deathbulge - Battle of the Bands,107.42,99.41,120.93,0.73,0.18,120.93,0.73,110.17,-0.10,109.26
2140,The Company Man,122.64,112.98,137.06,0.73,0.18,137.06,0.73,125.02,-0.10,124.23
994,Infamous 2,85.45,78.84,96.61,0.73,0.18,96.61,0.73,87.73,-0.10,86.97
772,Freedom Planet,128.53,117.03,145.55,0.73,0.20,145.55,0.73,131.29,-0.11,130.37
2107,TEKKEN 8,47.40,42.67,55.07,0.73,0.23,55.07,0.73,48.87,-0.13,48.38
151,Axiom Verge,36.44,32.34,43.86,0.73,0.26,43.86,0.73,38.10,-0.16,37.55
2294,Tinykin,116.31,100.59,139.05,0.73,0.28,139.05,0.73,119.82,-0.16,118.65
1150,Lost in Random,89.37,77.02,111.49,0.73,0.31,111.49,0.73,94.26,-0.18,92.63
1009,Into the Breach,62.52,50.68,83.80,0.73,0.40,83.80,0.73,67.24,-0.25,65.66
1850,Shovel Knight Dig,76.36,59.79,102.84,0.73,0.42,102.84,0.73,81.31,-0.27,79.66
1874,Skul - The Hero Slayer,83.81,53.60,132.63,0.73,0.60,132.63,0.73,93.11,-0.43,90.01
1521,Perennial Order,27.34,5.90,66.30,0.73,0.91,66.30,0.73,36.10,-0.86,33.18
1223,MARVEL vs CAPCOM FCAC,122.47,118.77,127.22,0.74,0.07,127.22,0.74,122.99,-0.03,122.82
2441,Void Bastards,66.83,63.03,71.12,0.74,0.11,71.12,0.74,67.08,-0.06,66.99
2443,Volume,131.10,122.70,142.91,0.74,0.14,142.91,0.74,132.81,-0.08,132.24
2138,The Coma - Cutting Class,53.66,50.12,58.54,0.74,0.14,58.54,0.74,54.33,-0.08,54.11
2457,WarioWare Get It Together,128.98,117.38,143.77,0.74,0.18,143.77,0.74,130.57,-0.10,130.04
1225,Marvel's Spider-Man Miles Morales,48.07,44.02,53.90,0.74,0.18,53.90,0.74,48.96,-0.10,48.66
1761,Saints Row - The Third,80.45,73.05,89.46,0.74,0.18,89.46,0.74,81.25,-0.10,80.98
1724,Risk of Rain,52.82,46.87,61.06,0.74,0.23,61.06,0.74,53.96,-0.13,53.58
765,Foregone,83.57,69.17,99.89,0.74,0.31,99.89,0.74,84.53,-0.18,84.21
1221,Marvel Ultimate alliance 3 The Black Order,73.37,60.54,89.11,0.74,0.32,89.11,0.74,74.83,-0.19,74.34
1466,Oninaki,111.48,110.73,112.17,0.75,0.01,112.17,0.75,111.45,-0.01,111.46
1241,MDK,133.03,129.40,136.76,0.75,0.05,136.76,0.75,133.08,-0.03,133.06
1538,Phoenix Wright Ace Attorney - Dual Destinies,109.03,105.77,112.03,0.75,0.06,112.03,0.75,108.90,-0.03,108.94
94,Aragami,105.87,101.87,110.02,0.75,0.07,110.02,0.75,105.94,-0.04,105.92
1688,Resident Evil 3 - Nemesis,49.30,47.48,51.23,0.75,0.07,51.23,0.75,49.35,-0.04,49.33
2470,We Happy Few,50.93,45.66,56.57,0.75,0.19,56.57,0.75,51.11,-0.11,51.05
1551,Pinstripe,38.14,33.91,42.88,0.75,0.21,42.88,0.75,38.40,-0.12,38.31
1061,Kine,91.95,80.11,105.29,0.75,0.24,105.29,0.75,92.70,-0.14,92.45
2467,Watch Dogs Legion,63.44,54.93,71.98,0.75,0.24,71.98,0.75,63.46,-0.14,63.45
1903,Song of Farca,62.29,53.05,71.75,0.75,0.26,71.75,0.75,62.40,-0.15,62.36
1404,NiGHTS - Journey of Dreams,86.40,63.43,107.34,0.75,0.41,107.34,0.75,85.39,-0.26,85.72
968,Hyper Light Drifter,86.81,65.10,110.17,0.75,0.41,110.17,0.75,87.63,-0.26,87.36
1396,NIDUS,92.34,62.50,124.00,0.75,0.50,124.00,0.75,93.25,-0.33,92.95
1506,Party Hard,64.84,23.09,102.24,0.75,0.77,102.24,0.75,62.66,-0.64,63.39
669,Fable Anniversary,160.88,158.67,162.80,0.76,0.03,162.80,0.76,160.74,-0.01,160.79
1525,Persona 2 - Innocent Sin,133.61,128.92,137.53,0.76,0.06,137.53,0.76,133.22,-0.03,133.35
504,Digimon Survive,105.67,101.37,109.42,0.76,0.07,109.42,0.76,105.40,-0.04,105.49
2289,Timesplitters 2,114.92,110.11,118.90,0.76,0.07,118.90,0.76,114.50,-0.04,114.64
2464,Wasteland 3,110.67,105.55,114.70,0.76,0.08,114.70,0.76,110.13,-0.04,110.31
1631,Qomp,36.20,34.34,37.57,0.76,0.09,37.57,0.76,35.95,-0.05,36.04
1522,Perfect Dark,24.74,23.06,25.97,0.76,0.11,25.97,0.76,24.51,-0.06,24.59
1489,Panzer Dragoon,129.73,120.28,137.72,0.76,0.13,137.72,0.76,129.00,-0.07,129.25
1689,Resident Evil 3 Remake,43.95,40.57,46.51,0.76,0.13,46.51,0.76,43.54,-0.07,43.68
1684,Resident Evil - Code Veronica X,72.73,66.64,77.44,0.76,0.14,77.44,0.76,72.04,-0.08,72.27
2377,Umurangi Generation,86.97,79.11,93.10,0.76,0.15,93.10,0.76,86.10,-0.08,86.39
408,CrossCode,110.05,98.64,120.06,0.76,0.18,120.06,0.76,109.35,-0.10,109.59
1651,Ratchet & Clank - Rift Apart,115.27,99.04,128.22,0.76,0.23,128.22,0.76,113.63,-0.13,114.18
1994,Stray Gods - The Roleplaying Musical,68.83,54.53,80.47,0.76,0.32,80.47,0.76,67.50,-0.20,67.94
304,Cassette Beasts,149.08,116.62,173.00,0.76,0.33,173.00,0.76,144.81,-0.20,146.23
1963,Star Renegades,86.52,61.47,104.40,0.76,0.41,104.40,0.76,82.94,-0.26,84.13
680,Far Cry 3 - Blood Dragon,81.11,57.74,97.36,0.76,0.41,97.36,0.76,77.55,-0.26,78.74
1406,Nihilumbra,35.70,18.24,48.50,0.76,0.62,48.50,0.76,33.37,-0.47,34.15
717,Final Fantasy IV - The Complete Collection,210.48,210.47,210.49,0.77,0.00,210.49,0.77,210.48,0.00,210.48
1889,Slime Rancher,128.30,123.97,130.97,0.77,0.05,130.97,0.77,127.47,-0.03,127.75
663,Extermination,185.93,175.38,191.90,0.77,0.09,191.90,0.77,183.64,-0.05,184.41
805,Gex - Enter the Gecko,105.86,96.10,111.92,0.77,0.14,111.92,0.77,104.01,-0.08,104.63
661,Exo One,144.71,131.50,152.16,0.77,0.14,152.16,0.77,141.83,-0.07,142.79
630,Enchanted Portals,151.67,137.67,160.83,0.77,0.14,160.83,0.77,149.25,-0.08,150.05
2271,This is the Police,119.20,99.95,130.99,0.77,0.24,130.99,0.77,115.47,-0.14,116.72
1343,My Brother Rabbit,104.69,80.59,120.03,0.77,0.33,120.03,0.77,100.31,-0.20,101.77
259,Boyfriend Dungeon,117.90,87.43,136.51,0.77,0.36,136.51,0.77,111.97,-0.22,113.95
1340,Muse Dash,158.28,108.19,189.21,0.77,0.43,189.21,0.77,148.70,-0.27,151.89
848,Grand Theft Auto - Vice City Stories,147.95,146.86,148.42,0.78,0.01,148.42,0.78,147.64,-0.01,147.74
1750,Rune Factory 5,158.84,155.42,160.26,0.78,0.03,160.26,0.78,157.84,-0.02,158.17
749,Fire Emblem Engage,154.52,143.18,159.86,0.78,0.10,159.86,0.78,151.52,-0.06,152.52
2389,Unexplored 2 - The Wayfarers Legacy,85.73,75.35,90.05,0.78,0.16,90.05,0.78,82.70,-0.09,83.71
2479,What Comes After,81.53,69.86,87.42,0.78,0.20,87.42,0.78,78.64,-0.11,79.60
2,1000xRESIST,169.37,137.18,182.89,0.78,0.25,182.89,0.78,160.03,-0.14,163.14
2346,Trine 3 - The Artifacts of Power,101.96,82.74,111.79,0.78,0.26,111.79,0.78,97.27,-0.15,98.83
1997,Street Fighter 6,78.90,63.25,86.62,0.78,0.27,86.62,0.78,74.93,-0.16,76.25
699,Fighter Destiny 2,115.86,88.95,128.68,0.78,0.31,128.68,0.78,108.82,-0.18,111.17
1473,Out There,78.25,52.99,91.44,0.78,0.42,91.44,0.78,72.22,-0.27,74.23
2100,Teenage Zombies - Invasion of the Alien Brain Thingys!,47.02,46.68,47.14,0.79,0.01,47.14,0.79,46.91,-0.01,46.95
2397,Unreal Tournament 2004,106.17,103.10,107.39,0.79,0.04,107.39,0.79,105.25,-0.02,105.55
3,13 Sentinels - Aegis Rim,133.32,128.97,134.90,0.79,0.04,134.90,0.79,131.94,-0.02,132.40
1111,LEGO Star Wars - The Skywalker Saga,112.17,108.27,113.39,0.79,0.05,113.39,0.79,110.83,-0.02,111.27
1513,Pathfinder - Wrath of the Righteous,78.62,75.48,79.64,0.79,0.05,79.64,0.79,77.56,-0.03,77.91
516,Dishonored - Death of the Outsider,69.57,62.47,72.37,0.79,0.14,72.37,0.79,67.42,-0.07,68.14
600,Dungeons 3,83.46,74.32,86.24,0.79,0.14,86.24,0.79,80.28,-0.08,81.34
237,Bloody Roar - Primal Fury,61.23,53.49,63.63,0.79,0.16,63.63,0.79,58.56,-0.09,59.45
1004,Inscryption,20.42,17.83,21.39,0.79,0.17,21.39,0.79,19.61,-0.10,19.88
1042,Jusant,174.10,150.66,182.76,0.79,0.18,182.76,0.79,166.71,-0.10,169.17
1256,Melatonin,155.15,126.03,166.03,0.79,0.24,166.03,0.79,146.03,-0.14,149.07
2128,The Banner Saga 3,101.13,80.52,107.69,0.79,0.25,107.69,0.79,94.11,-0.15,96.45
111,Army of Ruin,99.60,77.05,107.06,0.79,0.28,107.06,0.79,92.05,-0.16,94.57
1624,Punch Club 2 - Fast Forward,122.25,84.19,133.82,0.79,0.37,133.82,0.79,109.01,-0.23,113.42
425,Dandy Ace,69.70,44.12,78.50,0.79,0.44,78.50,0.79,61.31,-0.29,64.10
1537,Phoenix Wright - Ace Attorney,142.33,140.79,142.69,0.80,0.01,142.69,0.80,141.74,-0.01,141.94
1667,Record of Agarest War,145.17,138.00,147.09,0.80,0.06,147.09,0.80,142.55,-0.03,143.42
2372,UFO Robot Grendizer - The Feast of the Wolves,124.35,112.01,127.59,0.80,0.12,127.59,0.80,119.80,-0.07,121.32
1957,Star Fox Adventures,88.46,79.75,90.92,0.80,0.12,90.92,0.80,85.34,-0.07,86.38
2224,The Red Star,112.46,100.83,115.39,0.80,0.13,115.39,0.80,108.11,-0.07,109.56
1731,RoboCop Rogue City,85.32,71.96,88.82,0.80,0.19,88.82,0.80,80.39,-0.11,82.03
2130,The Big Con,106.49,86.73,111.85,0.80,0.22,111.85,0.80,99.29,-0.13,101.69
741,Final Fantasy,36.86,27.98,39.37,0.80,0.29,39.37,0.80,33.67,-0.17,34.74
762,For the King - Lost Civilization,116.24,80.87,125.00,0.80,0.35,125.00,0.80,102.94,-0.22,107.37
2055,Sword of the Necromancer,124.00,85.58,133.67,0.80,0.36,133.67,0.80,109.63,-0.22,114.42
838,Gone Home,43.46,25.83,47.87,0.80,0.46,47.87,0.80,36.85,-0.31,39.05
964,HunterX,131.86,29.99,156.57,0.80,0.81,156.57,0.80,93.28,-0.69,106.14
299,Captain Toad Treasure Tracker,161.61,158.98,162.04,0.81,0.02,162.04,0.81,160.51,-0.01,160.88
1041,Judgment,91.31,87.82,91.92,0.81,0.04,91.92,0.81,89.87,-0.02,90.35
397,Crash Tag Team Racing,89.50,83.03,90.50,0.81,0.08,90.50,0.81,86.77,-0.04,87.68
2287,Timespinner,110.19,99.44,112.22,0.81,0.11,112.22,0.81,105.83,-0.06,107.29
1530,Persona 5 Strikers,85.09,72.35,86.76,0.81,0.17,86.76,0.81,79.55,-0.09,81.40
866,Griftlands,91.02,72.89,93.74,0.81,0.22,93.74,0.81,83.31,-0.13,85.88
1424,No Umbrellas Allowed,119.74,92.33,123.72,0.81,0.25,123.72,0.81,108.02,-0.15,111.93
1058,Killer Frequency,78.71,42.45,83.53,0.81,0.49,83.53,0.81,62.99,-0.33,68.23
1095,Last Ranker,111.75,108.53,112.01,0.82,0.03,112.01,0.82,110.27,-0.02,110.76
590,Driver,122.85,116.47,123.22,0.82,0.05,123.22,0.82,119.85,-0.03,120.85
1454,One More Gate - A Wakfu Legend,108.08,100.42,108.62,0.82,0.08,108.62,0.82,104.52,-0.04,105.70
1927,Spaceland,80.17,74.57,80.77,0.82,0.08,80.77,0.82,77.67,-0.04,78.50
1255,Mega Man X8,115.80,104.10,116.80,0.82,0.11,116.80,0.82,110.45,-0.06,112.24
903,Harmony - The Fall of Reverie,131.00,116.51,132.27,0.82,0.12,132.27,0.82,124.39,-0.06,126.59
76,Anger Foot,96.67,85.94,97.62,0.82,0.12,97.62,0.82,91.78,-0.06,93.41
537,Don't Starve,100.47,87.95,102.00,0.82,0.14,102.00,0.82,94.98,-0.07,96.81
1298,Mirror's Edge - Catalyst,130.58,112.96,131.94,0.82,0.14,131.94,0.82,122.45,-0.08,125.16
2197,The Long Dark,92.93,78.52,93.80,0.82,0.16,93.80,0.82,86.16,-0.09,88.41
488,Detroit - Become Human,130.88,110.63,132.72,0.82,0.17,132.72,0.82,121.67,-0.09,124.74
1393,Nickelodeon All-Star Brawl,123.32,94.62,125.30,0.82,0.24,125.30,0.82,109.96,-0.14,114.42
1803,Severed,59.06,40.76,60.08,0.82,0.32,60.08,0.82,50.42,-0.20,53.30
475,DEEMO -Reborn-,39.97,37.53,39.97,0.83,0.06,39.97,0.83,38.75,-0.03,39.16
1371,Need for Speed Carbon,79.32,74.48,79.31,0.83,0.06,79.32,0.83,76.90,-0.03,77.70
1123,Lightning Warrior Raidy III,136.03,120.62,136.51,0.83,0.12,136.51,0.83,128.56,-0.06,131.05
515,Disgaea DS,102.69,83.90,102.97,0.83,0.19,102.97,0.83,93.43,-0.10,96.52
774,Frog Detective 2 - The Case of the Invisible Wizard,96.27,76.41,97.18,0.83,0.21,97.18,0.83,86.79,-0.12,89.95
2014,Summoner 2,119.39,89.68,120.03,0.83,0.25,120.03,0.83,104.86,-0.15,109.70
1472,Out of Space,97.08,73.49,97.89,0.83,0.25,97.89,0.83,85.69,-0.14,89.49
1227,Marvels Guardians of the Galaxy,113.93,77.00,113.60,0.83,0.32,113.93,0.83,95.46,-0.20,101.51
2298,Title Pending,49.30,32.65,49.65,0.83,0.34,49.65,0.83,41.15,-0.21,43.86
1924,Source of Madness Insanity,64.11,40.50,64.50,0.83,0.37,64.50,0.83,52.50,-0.23,56.37
2519,World to the West,125.31,122.11,125.12,0.84,0.03,125.31,0.84,123.71,-0.01,124.18
1289,Minecraft Legends,112.47,107.46,112.14,0.84,0.04,112.47,0.84,109.96,-0.02,110.69
2373,Ultimate Ghosts N Goblins,104.90,98.67,104.75,0.84,0.06,104.90,0.84,101.79,-0.03,102.77
2108,Tekken Tag Tournament 2,56.96,52.78,56.70,0.84,0.07,56.96,0.84,54.87,-0.04,55.48
448,Dead Cells,120.46,106.17,120.29,0.84,0.12,120.46,0.84,113.32,-0.06,115.64
1779,Savant,139.88,118.39,138.84,0.84,0.15,139.88,0.84,129.13,-0.08,132.37
746,Fire Emblem - Three Houses,128.42,107.25,127.93,0.84,0.16,128.42,0.84,117.83,-0.09,121.20
1129,Lithium City,93.10,41.12,92.27,0.84,0.56,93.10,0.84,67.11,-0.39,75.50
42,Afterparty,73.51,18.50,72.42,0.84,0.75,73.51,0.84,46.01,-0.61,54.81
1536,Phoenix Wright - Ace Attorney Trilogy,133.03,128.45,132.61,0.85,0.03,133.03,0.85,130.74,-0.02,131.36
1784,Scars Above,96.85,89.52,95.94,0.85,0.08,96.85,0.85,93.18,-0.04,94.10
1049,Kaze and the Wild Masks,115.88,103.45,114.75,0.85,0.11,115.88,0.85,109.66,-0.06,111.36
2124,The Artful Escape,146.22,127.70,144.86,0.85,0.13,146.22,0.85,136.96,-0.07,139.59
1851,Shovel Knight,57.93,47.74,56.65,0.85,0.18,57.93,0.85,52.83,-0.10,54.11
2225,The Red Strings Club,79.79,53.23,76.78,0.85,0.33,79.79,0.85,66.51,-0.20,69.93
1010,Intravenous 2,45.52,28.05,43.58,0.85,0.38,45.52,0.85,36.79,-0.24,39.05
