Name,r,g,b,hue,sat_1,value,lumo,Custom Order,sat_2,red,green,blue,yellow,cyan,magenta,orange,indigo,black,white,unknown,grey
T.R.A.G. - Mission of Mercy,62,54,37,40.8,0.4,0,0.19,B,0.25,5,0,0,1353,0,0,717,0,26944,475,41729,1471
Advent Rising,229,191,109,41,0.52,1,0.66,B,0.7,41,0,0,2405,0,0,20595,0,0,9149,43200,0
Sonic Mania,194,157,77,41.03,0.6,1,0.53,B,0.49,3135,23,31,13695,2,0,6225,0,539,3083,43089,111
Radiata Stories,167,143,91,41.05,0.46,1,0.51,B,0.3,0,0,0,143,0,0,1632,0,3644,712,43064,136
Paper Mario,185,167,127,41.38,0.31,1,0.61,B,0.29,649,0,0,327,0,0,1680,4,532,6112,42025,1175
The Legend of Zelda - A Link Between Worlds,132,97,19,41.42,0.86,1,0.3,B,0.75,784,0,0,2226,0,0,5187,0,5145,159,43182,18
Scott Pilgrim vs. the World The Game,157,140,102,41.45,0.35,1,0.51,B,0.22,0,0,0,1321,0,0,3653,0,5691,809,42908,292
Mega Man Battle Network - Legacy Collection,174,170,161,41.54,0.07,1,0.66,B,0.07,818,1,12,412,731,0,803,0,1195,9122,42960,240
Jak and Daxter - The Lost Frontier,128,124,115,41.54,0.1,1,0.48,B,0.05,916,6,250,964,146,0,1487,0,3128,2465,41910,1290
Guilty Gear Dust Strikers,113,109,100,41.54,0.12,0,0.42,B,0.06,747,0,2,100,1,0,456,0,5322,3473,41537,1663
Divinity Dragon Commander,122,102,57,41.54,0.53,0,0.35,B,0.36,38,0,0,2500,0,0,3965,0,9334,85,43105,95
Dead Rising 3,92,88,79,41.54,0.14,0,0.34,B,0.08,0,0,0,0,0,0,0,0,14706,2226,34258,8942
Days Gone,90,86,77,41.54,0.14,0,0.33,B,0.08,0,0,0,0,0,0,0,0,11776,2912,37684,5516
Fallout 4,88,80,62,41.54,0.3,0,0.29,B,0.17,0,0,0,0,0,0,0,0,16786,2692,42984,216
Behind the Frame - The Finest Scenery,206,187,144,41.61,0.3,1,0.69,B,0.39,0,0,0,840,0,0,51,0,336,8142,43170,30
TY the Tasmanian Tiger 2,157,142,108,41.63,0.31,1,0.52,B,0.2,1228,0,0,1996,25,0,6864,0,128,2024,43076,124
Recettear - An Item Shops Tale,197,186,161,41.67,0.18,1,0.7,B,0.24,62,0,0,386,0,0,452,0,5,13610,40976,2224
Ys Memories of Celceta,127,120,104,41.74,0.18,0,0.45,B,0.1,37,0,0,11,0,0,11,0,6551,3055,41028,2172
Army Men - Air Combat,168,151,112,41.79,0.33,1,0.55,B,0.24,615,0,0,375,0,0,2297,0,4381,6616,42074,1126
Mario Hoops 3-on-3,153,144,123,42,0.2,1,0.54,B,0.13,1097,2,83,1647,85,0,2746,0,1432,3350,41760,1440
Lethal League - Blaze,122,119,112,42,0.08,0,0.46,B,0.04,153,0,0,87,380,0,80,0,4891,3951,39737,3463
No Sun To Worship,40,37,30,42,0.25,0,0.14,B,0.14,0,0,0,0,0,0,0,0,33787,0,42902,298
My Friend Pedro,171,154,114,42.11,0.33,1,0.56,B,0.25,1926,0,7,3991,0,0,2258,0,1097,3607,42760,440
Trine 2,136,122,89,42.13,0.35,1,0.44,B,0.21,180,0,0,303,273,0,480,0,4947,2754,42254,946
Borderlands The Handsome Collection,112,94,51,42.3,0.54,0,0.32,B,0.37,0,0,0,2634,0,0,2524,0,13920,1138,39094,4106
Pathway,206,178,111,42.32,0.46,1,0.62,B,0.49,5,1,0,5,0,0,675,0,1545,3715,42712,488
WarioWare - D.I.Y,234,196,105,42.33,0.55,1,0.66,B,0.75,1798,0,0,17663,0,0,790,0,4,10620,43126,74
Yooka-Laylee and the Impossible Lair,186,171,135,42.35,0.27,1,0.63,B,0.27,630,1,9,483,443,1,3200,37,74,7677,43147,53
The Legend of Zelda - Breath of the Wild,135,130,118,42.35,0.13,1,0.5,B,0.07,0,0,0,5,0,0,13,0,9475,7587,41125,2075
Valiant Hearts the Great War,101,96,84,42.35,0.17,0,0.36,B,0.09,0,0,0,0,0,0,0,0,10420,11,39121,4079
Injustice 2,49,44,32,42.35,0.35,0,0.16,B,0.21,0,0,0,0,0,0,13,0,29975,60,42618,582
No More Heroes 2- Desperate Struggle,163,135,67,42.5,0.59,1,0.45,B,0.42,43,0,0,14538,0,0,1613,0,8302,2000,41191,2009
Clan O'Conall and the Crown of the Stag,81,74,57,42.5,0.3,0,0.27,B,0.17,1907,40,0,59,0,1,1056,0,11122,30,42293,907
Might and Magic - Clash of Heroes,149,126,70,42.53,0.53,1,0.43,B,0.36,606,0,0,4073,0,0,5121,0,6445,1891,42715,485
Tales from Space Mutant Blobs Attack,116,99,57,42.71,0.51,0,0.34,B,0.34,4,0,0,589,0,0,371,5,1902,6,40187,3013
Supermarket Shriek,201,189,159,42.86,0.21,1,0.71,B,0.28,218,0,0,1923,1,0,416,0,1474,15180,43062,138
Cat God Ranch,183,173,148,42.86,0.19,1,0.65,B,0.2,28,0,0,0,0,0,615,0,3212,13575,40166,3034
Mario Party 6,130,124,109,42.86,0.16,1,0.47,B,0.09,1200,0,0,377,148,0,880,0,4410,2987,42416,784
Lunar 2 - Eternal Blue Complete,106,104,99,42.86,0.07,0,0.4,B,0.03,17,0,0,1,0,0,772,0,8247,4046,42709,491
Thunder Force V - Perfect System,81,79,74,42.86,0.09,0,0.3,B,0.05,0,0,1,99,0,0,77,0,17534,1904,41624,1576
King Arthur Knight's Tale,34,32,27,42.86,0.21,0,0.12,B,0.11,0,0,0,0,0,0,0,0,33862,11,41612,1588
A Short Hike,186,155,77,42.94,0.59,1,0.52,B,0.44,216,0,0,1416,0,0,20020,0,28,2764,43150,50
Lemmings,154,137,94,43,0.39,1,0.49,B,0.24,6,0,0,1426,0,0,1608,0,2164,255,41961,1239
Donkey Kong Country Returns,120,103,60,43,0.5,0,0.35,B,0.33,1638,0,0,1157,143,0,961,0,3899,624,42827,373
Metro Last Light,90,74,33,43.16,0.63,0,0.24,B,0.46,1,0,0,120,0,0,9457,0,20593,204,40525,2675
Fire Emblem - Shadow Dragon,179,149,72,43.18,0.6,1,0.49,B,0.43,0,0,0,138,0,0,5004,0,166,201,43035,165
Trombone Champ,168,149,100,43.24,0.4,1,0.53,B,0.28,1337,0,0,5302,2987,13,6855,0,2376,3379,42282,918
Wonder Boy - The Dragon's Trap,164,154,128,43.33,0.22,1,0.57,B,0.17,686,0,0,227,0,0,3272,0,161,5695,43129,71
Mario Vs Donkey Kong 2 - March of the Minis,136,131,118,43.33,0.13,1,0.5,B,0.07,1821,0,0,359,164,0,1160,0,4840,4009,42681,519
Assassin's Creed - Origins,138,130,109,43.45,0.21,1,0.48,B,0.12,4,0,0,32,0,0,168,0,2680,1347,42182,1018
Exit,158,133,67,43.52,0.58,1,0.44,B,0.4,900,0,0,13385,0,0,1476,0,14040,3263,42405,795
World of Final Fantasy,190,187,179,43.64,0.06,1,0.72,B,0.08,15,30,0,189,11,0,314,0,724,19899,41463,1737
Sam & Max - Hit the Road,145,133,101,43.64,0.3,1,0.48,B,0.18,703,0,0,1439,0,0,1376,0,6601,6533,41141,2059
Ape Out,103,88,48,43.64,0.53,0,0.3,B,0.36,1083,0,0,3382,0,0,7926,0,1830,0,43108,92
Gemini Rue,49,46,38,43.64,0.22,0,0.17,B,0.13,0,0,0,0,0,0,7,0,25542,248,42353,847
Rock of Ages 3 - Make and Break,157,144,109,43.75,0.31,1,0.52,B,0.2,138,0,0,386,0,0,590,0,526,7147,41552,1648
Okage - Shadow King,96,86,59,43.78,0.39,0,0.3,B,0.24,0,0,0,1367,0,0,1000,0,15380,2663,43162,38
Indika,60,50,23,43.78,0.62,0,0.16,B,0.45,0,0,0,698,0,0,5557,0,29453,0,38450,4750
Resistance - Fall of Man,135,128,109,43.85,0.19,1,0.48,B,0.11,0,0,0,0,0,0,0,0,3296,3439,42790,410
Little Nightmares,104,95,70,44.12,0.33,0,0.34,B,0.2,0,0,0,275,0,0,340,0,12747,2705,42281,919
Hypnospace Outlaw,166,155,124,44.29,0.25,1,0.57,B,0.19,75,0,1,507,0,0,385,1,1282,892,42662,538
Rhythm Heaven,163,144,90,44.38,0.45,1,0.5,B,0.29,1314,0,0,764,25,0,8505,0,10958,6664,42406,794
Seasons After Fall,58,50,27,44.52,0.53,0,0.17,B,0.36,4,0,0,57,0,0,19,0,21549,0,43005,195
Stikbold A Dodgeball Adventure,236,208,126,44.73,0.47,1,0.71,B,0.74,1421,0,0,1274,0,0,1395,0,547,5141,43167,33
Stikbold!,236,208,126,44.73,0.47,1,0.71,B,0.74,1421,0,0,1274,0,0,1395,0,547,5141,43167,33
Mario Party 2,184,168,121,44.76,0.34,1,0.6,B,0.31,504,0,0,6438,0,0,1476,0,1943,12061,42765,435
Bears In Space,140,135,120,45,0.14,1,0.51,B,0.08,259,0,0,2386,0,0,3961,0,150,1009,42446,754
Children of Mana,123,116,95,45,0.23,0,0.43,B,0.13,425,0,0,300,0,0,359,0,1287,1794,42473,727
Resonance of Fate,111,109,103,45,0.07,0,0.42,B,0.04,0,0,0,0,0,0,0,0,9723,6014,32717,10483
Sniper Elite V2,109,107,101,45,0.07,0,0.41,B,0.04,0,0,0,0,0,0,0,0,18213,11475,38743,4457
Gungrave,111,96,51,45,0.54,0,0.32,B,0.37,1439,0,0,7160,0,0,1798,0,17622,1160,38358,4842
Pathfinder - Kingmaker,72,69,60,45,0.17,0,0.26,B,0.09,0,0,0,3,0,0,275,0,13243,338,37241,5959
Fighting Fantasy - The Warlock of Firetop Mountain,71,63,39,45,0.45,0,0.22,B,0.29,0,0,0,368,0,0,982,0,22718,852,41379,1821
Styx Master of Shadows,37,34,25,45,0.32,0,0.12,B,0.19,0,0,0,0,0,0,0,0,33622,44,40748,2452
Band Hero,198,184,140,45.52,0.29,1,0.66,B,0.34,3551,0,0,3188,0,0,3702,0,733,13444,43056,144
Hidden Through Time 2 Myths and Magic,153,146,124,45.52,0.19,1,0.54,B,0.12,24,0,0,27,0,0,48,0,481,6110,41145,2055
Final Fantasy XII - Revenant Wings,146,139,117,45.52,0.2,1,0.52,B,0.12,9,0,0,66,75,0,74,0,2329,2413,39502,3698
Super Woden GP 2,167,139,49,45.76,0.71,1,0.42,B,0.55,6,0,0,9018,0,0,15010,0,6273,184,41844,1356
Dragon's Crown Pro,91,82,53,45.79,0.42,0,0.28,B,0.26,10,0,0,368,0,0,708,0,13734,372,42619,581
Harvest Moon 64,137,125,86,45.88,0.37,1,0.44,B,0.23,11,0,3,185,0,0,1161,0,4508,4271,42755,445
Nidhogg,80,76,63,45.88,0.21,0,0.28,B,0.12,0,0,0,872,0,0,731,0,27886,4918,40529,2671
Atari 50 - The Anniversary Celebration,83,73,40,46.05,0.52,0,0.24,B,0.35,0,0,0,1039,0,0,833,0,23808,1820,41973,1227
Final Fantasy Fables - Chocobo Tales,176,150,64,46.07,0.64,1,0.47,B,0.47,203,5,9,8148,0,0,8549,0,3908,1578,42986,214
Quantum Conundrum,128,122,102,46.15,0.2,1,0.45,B,0.11,235,0,16,32,0,0,631,0,4218,2582,41926,1274
Deus Ex - Mankind Divided,53,50,40,46.15,0.25,0,0.18,B,0.14,0,0,0,1,0,0,11,0,29713,564,41106,2094
Sky Force Anniversary,241,190,15,46.46,0.94,1,0.5,B,0.89,10,0,0,21763,0,0,17423,0,0,0,43200,0
The Mark of Kri,168,154,105,46.67,0.38,1,0.54,B,0.27,0,0,0,922,0,0,3324,0,4678,7352,42852,348
Ms. Pac-Man - Maze Madness,155,137,74,46.67,0.52,1,0.45,B,0.35,647,0,0,8514,3,3,6362,2,1895,663,42938,262
X-Men - Mutant Academy 2,80,74,53,46.67,0.34,0,0.26,B,0.2,0,0,0,429,0,0,563,0,17408,967,41170,2030
Snufkin Melody of Moominvalley,152,147,129,46.96,0.15,1,0.55,B,0.1,225,0,0,6,0,0,28,0,162,2221,38792,4408
Call of Juarez - The Cartel,126,121,103,46.96,0.18,0,0.45,B,0.1,0,0,0,3,0,0,28,0,14333,10048,42007,1193
Dragon Quest Heroes - Rocket Slime,185,162,79,46.98,0.57,1,0.52,B,0.43,252,0,1,16106,2,0,935,0,2562,2578,41771,1429
Donkey Kong - Jungle Beat,142,124,59,46.99,0.58,1,0.39,B,0.41,1990,6,0,3877,0,0,783,0,8550,120,43055,145
New Super Mario Bros. 2,202,167,40,47.04,0.8,1,0.47,B,0.67,333,94,44,9468,0,0,16691,0,950,1842,42094,1106
Disney Illusion Island,152,149,138,47.14,0.09,1,0.57,B,0.06,79,0,0,232,0,0,22,73,2440,3364,42009,1191
Enclave,67,64,53,47.14,0.21,0,0.24,B,0.12,0,0,0,0,0,0,0,0,19770,553,40608,2592
Detective Pikachu,187,164,79,47.22,0.58,1,0.52,B,0.44,5,0,0,7099,0,0,8460,0,902,303,43142,58
Arise - A Simple Story,159,144,88,47.32,0.45,1,0.48,B,0.29,0,0,0,31,0,0,30,0,0,3,43200,0
Spin Rhythm XD,177,164,114,47.62,0.36,1,0.57,B,0.29,87,0,105,13641,63,0,122,14,3693,3837,42429,771
Say No More,207,179,70,47.74,0.66,1,0.54,B,0.59,281,0,0,21838,1,0,468,0,1861,4347,43022,178
Nippon Marathon,200,170,53,47.76,0.74,1,0.5,B,0.58,61,0,0,155,0,29,18548,0,89,1044,43079,121
TUNIC,132,121,78,47.78,0.41,1,0.41,B,0.26,10,0,0,680,0,0,697,0,4530,2626,41879,1321
Divinity II,151,147,131,48,0.13,1,0.55,B,0.09,0,0,0,142,0,0,138,0,4108,7404,39440,3760
Gardening Mama,147,144,132,48,0.1,1,0.55,B,0.06,2591,18,5,358,111,6,1962,0,277,6763,42750,450
Ikaruga,151,145,121,48,0.2,1,0.53,B,0.13,36,0,0,1,0,0,350,0,3533,5897,41600,1600
The Stanley Parable,74,73,69,48,0.07,0,0.28,B,0.03,0,0,0,0,0,0,0,0,24796,5671,37365,5835
Dark Souls III,92,81,37,48,0.6,0,0.25,B,0.43,0,0,0,874,0,0,1520,0,18046,532,43012,188
Momodora Moonlit Farewell,191,177,120,48.17,0.37,1,0.61,B,0.36,3,0,0,6427,144,0,7146,0,1423,1743,42855,345
Cuphead,211,178,43,48.21,0.8,1,0.5,B,0.66,1653,0,0,26145,0,0,817,0,3154,4080,42845,355
Super Mario 3D Land,163,154,117,48.26,0.28,1,0.55,B,0.2,642,0,29,1960,0,0,896,0,1775,11730,40087,3113
Shenmue II,126,120,95,48.39,0.25,0,0.43,B,0.14,2,0,0,48,0,0,110,0,2258,221,42339,861
Capcom Arcade Stadium,173,156,84,48.54,0.51,1,0.5,B,0.35,730,0,0,10438,3,0,2095,0,5013,6139,41343,1857
Overcrowd - A Commute 'Em Up,147,140,110,48.65,0.25,1,0.5,B,0.15,166,0,6,309,19,0,845,0,2424,1791,42142,1058
Oddworld - Stranger's Wrath,113,106,76,48.65,0.33,0,0.37,B,0.2,0,0,0,0,0,0,0,0,13500,769,42434,766
Pokémon Stadium 2,160,157,144,48.75,0.1,1,0.6,B,0.08,1436,0,0,604,0,0,337,0,468,8840,42929,271
Tomba! 2 - The Evil Swine Return,111,108,95,48.75,0.14,0,0.4,B,0.08,1183,17,360,288,0,0,1001,5,2228,1224,42573,627
The Getaway,105,102,89,48.75,0.15,0,0.38,B,0.08,0,0,0,108,0,0,2103,0,21490,12198,38337,4863
Crash - Mind over Mutant,111,101,57,48.89,0.49,0,0.33,B,0.32,548,0,0,1930,0,0,1867,0,10196,844,42974,226
Commandos - Beyond the Call of Duty,100,91,51,48.98,0.49,0,0.3,B,0.32,21,0,0,41,0,0,938,0,15228,3272,41949,1251
No One Lives Forever 2 - A Spy in H.A.R.M.'s Way,72,70,61,49.09,0.15,0,0.26,B,0.08,776,0,64,1030,32,0,3966,0,19259,1018,42704,496
Pikmin 2,117,110,78,49.23,0.33,0,0.38,B,0.2,1552,0,0,2,0,52,73,47,3655,1101,43039,161
Diner Bros,181,177,158,49.57,0.13,1,0.66,B,0.13,0,0,0,271,0,0,203,0,503,9592,42333,867
Rune Factory 3 - A Fantasy Harvest Moon,162,158,139,49.57,0.14,1,0.59,B,0.11,25,0,0,34,0,0,860,0,339,3693,41767,1433
Little Inferno,68,64,45,49.57,0.34,0,0.22,B,0.2,0,0,0,826,0,0,144,0,28209,835,41565,1635
Battle Chef Brigade,187,173,104,49.88,0.44,1,0.57,B,0.38,101,0,3,11553,0,0,620,0,3452,1526,41848,1352
Mario and Luigi Brothership,179,178,173,50,0.03,1,0.69,B,0.04,799,284,246,446,108,1,534,11,2585,19512,42838,362
Degrees of Separation,166,165,160,50,0.04,1,0.64,B,0.03,304,0,2,85,53,0,807,1,1344,15283,43085,115
Assassin's Creed IV - Black Flag,160,159,154,50,0.04,1,0.62,B,0.03,1,0,0,0,0,0,0,0,5272,17670,39612,3588
Assassin's Creed - Odyssey,153,151,141,50,0.08,1,0.58,B,0.06,1,0,0,11,0,0,13,0,3009,9764,39840,3360
Eastward,151,139,79,50,0.48,1,0.45,B,0.31,69,0,0,11738,0,0,410,0,4273,250,42210,990
DK - Jungle Climber,104,98,68,50,0.35,0,0.34,B,0.21,828,2,1,99,1739,0,377,0,7923,598,42917,283
Mutant Year Zero - Road To Eden,71,69,59,50,0.17,0,0.25,B,0.09,0,0,0,0,0,0,66,0,19352,1259,41408,1792
Sin and Punishment,58,56,46,50,0.21,0,0.2,B,0.12,105,0,0,26,0,0,227,0,21697,204,39837,3363
The Room Three,60,56,36,50,0.4,0,0.19,B,0.25,0,0,0,0,0,0,0,0,21976,994,42504,696
Call of Juarez - Bound in Blood,147,143,122,50.4,0.17,1,0.53,B,0.1,0,0,0,0,0,0,19,0,7184,7135,40336,2864
Final Fantasy Tactics - The War of the Lions,134,130,109,50.4,0.19,1,0.48,B,0.1,1,0,0,1,0,0,96,0,7435,2021,42390,810
Earthworm Jim,117,113,92,50.4,0.21,0,0.41,B,0.12,373,0,0,919,0,0,761,0,3689,1561,42240,960
Bastion,153,148,121,50.63,0.21,1,0.54,B,0.14,17,0,0,119,0,0,437,0,3864,12123,42234,966
Strike Force Heroes,135,129,96,50.77,0.29,1,0.45,B,0.17,682,0,0,1299,1983,0,2092,0,7766,3763,43042,158
Etrian Odyssey Nexus,158,155,138,51,0.13,1,0.58,B,0.09,130,0,0,390,16,0,840,0,1647,7771,42171,1029
Blur,93,90,73,51,0.22,0,0.33,B,0.12,375,0,0,256,0,0,254,0,12863,3594,42953,247
WarioWare Gold,159,153,118,51.22,0.26,1,0.54,B,0.18,457,0,0,2644,2,0,1688,0,3265,4667,42283,917
Duck Detective - The Secret Salami,102,94,47,51.27,0.54,0,0.29,B,0.37,20,0,0,56,0,0,1617,0,11381,780,42763,437
BIT.Trip Runner,102,98,74,51.43,0.27,0,0.35,B,0.16,52,68,0,538,0,0,3355,0,16180,3013,42516,684
Return to Monkey Island,77,75,63,51.43,0.18,0,0.27,B,0.1,13,0,18,1197,0,0,296,1,10763,949,42879,321
Monster Sanctuary,134,129,98,51.67,0.27,1,0.45,B,0.16,207,0,0,69,0,0,2898,0,525,2387,42045,1155
Potion Permit,151,148,129,51.82,0.15,1,0.55,B,0.1,385,5,0,33,5,0,59,0,559,3609,42212,988
Creaks,85,82,63,51.82,0.26,0,0.29,B,0.15,0,0,0,0,0,0,3,0,15181,1006,42516,684
Project Eden,189,185,159,52,0.16,1,0.68,B,0.19,0,0,0,446,0,0,155,0,303,12603,42656,544
Machinarium,85,83,70,52,0.18,0,0.3,B,0.1,0,0,0,12,0,0,127,0,6327,456,41658,1542
Welcome to Elk,166,159,112,52.22,0.33,1,0.55,B,0.23,173,0,0,2422,96,0,7299,0,1738,5934,42369,831
Toybox Turbos,125,124,117,52.5,0.06,0,0.47,B,0.03,399,3,8,812,0,0,2339,0,1032,1834,42104,1096
F.I.S.T. Forged In Shadow Torch,101,100,93,52.5,0.08,0,0.38,B,0.04,8,0,0,53,0,0,644,0,4815,2273,41653,1547
Monster Hunter Stories 2 - Wings of Ruin,144,140,111,52.73,0.23,1,0.5,B,0.13,232,0,0,83,8,0,551,0,1240,3237,41332,1868
Advance Wars 1+2 - Re-Boot Camp,163,160,137,53.08,0.16,1,0.59,B,0.12,868,0,0,166,3,0,1267,0,1058,10801,42812,388
Cyberpunk 2077,137,125,29,53.33,0.79,1,0.33,B,0.65,0,0,0,15500,0,0,808,0,11198,26,42492,708
Maximo - Ghosts to Glory,111,108,82,53.79,0.26,0,0.38,B,0.15,12,0,0,608,0,0,183,0,10798,3162,38485,4715
Northgard,96,95,86,54,0.1,0,0.36,B,0.05,0,0,0,0,0,0,0,0,2078,101,33323,9877
Rune Factory 2 - A Fantasy Harvest Moon,163,162,152,54.55,0.07,1,0.62,B,0.06,79,0,8,61,1,0,20,0,26,3763,41387,1813
Wasteland 2,64,63,53,54.55,0.17,0,0.23,B,0.09,0,0,0,0,0,0,0,0,24701,416,40308,2892
Robin Hood - The Legend of Sherwood,67,64,34,54.55,0.49,0,0.2,B,0.33,6,0,0,126,0,0,198,0,19795,35,43121,79
Death Jr. and the Science Fair of Doom,179,175,134,54.67,0.25,1,0.61,B,0.23,7,0,0,4703,0,0,141,1,1294,7447,42996,204
Skelittle A Giant Party,158,154,113,54.67,0.28,1,0.53,B,0.19,1218,16,27,1599,325,45,2613,0,1051,6883,42813,387
Octodad - Dadliest Catch,123,122,111,55,0.1,0,0.46,B,0.05,0,0,0,14,0,0,2007,0,1077,2269,40608,2592
The Room Two,42,41,30,55,0.29,0,0.14,B,0.17,0,0,0,0,0,0,0,0,28187,55,42417,783
Super Monkey Ball - Banana Mania,162,158,113,55.1,0.3,1,0.54,B,0.21,154,268,7,3514,65,0,2163,0,2250,6122,43117,83
Braid Anniversary Edition,147,146,134,55.38,0.09,1,0.55,B,0.06,2,0,0,6,0,0,214,0,4299,9434,40651,2549
Braid,87,86,73,55.71,0.16,0,0.31,B,0.09,0,0,0,84,0,0,110,0,17900,1732,41541,1659
Rhythm Heaven Fever,149,144,76,55.89,0.49,1,0.44,B,0.32,3521,24,19,6411,10,0,5314,13,5672,1697,42980,220
Retro Machina,156,153,106,56.4,0.32,1,0.51,B,0.2,0,0,0,0,0,0,0,0,2201,4496,43188,12
ICO,124,122,90,56.47,0.27,0,0.42,B,0.16,0,0,0,2205,0,0,48,0,9764,4028,42067,1133
Persona 4 Golden,117,116,99,56.67,0.15,0,0.42,B,0.08,555,0,202,1119,60,0,379,0,10446,6887,40366,2834
LittleBigPlanet,141,140,121,57,0.14,1,0.51,B,0.08,95,0,0,294,0,0,48,0,3746,4084,42955,245
Bear and Breakfast,102,101,82,57,0.2,0,0.36,B,0.11,611,0,21,30,0,0,1829,0,3588,1907,42832,368
Florence,194,187,51,57.06,0.74,1,0.48,B,0.58,0,0,0,25784,0,0,66,0,735,1379,43090,110
New Super Mario Bros U Deluxe,177,174,108,57.39,0.39,1,0.56,B,0.31,915,421,213,5710,2,0,588,1,1038,3159,41902,1298
Vestaria Saga I - War of the Scions,155,154,132,57.39,0.15,1,0.56,B,0.1,0,0,0,0,0,0,0,0,9591,769,42533,667
Half-Life - Counter-Strike,84,83,61,57.39,0.27,0,0.28,B,0.16,7,0,0,2164,0,0,162,0,18053,321,42136,1064
Syphon Filter 3,96,95,72,57.5,0.25,0,0.33,B,0.14,0,0,0,154,0,0,167,0,8833,540,41852,1348
Teenage Mutant Ninja Turtles 2 - Battle Nexus,71,70,47,57.5,0.34,0,0.23,B,0.2,13,0,0,210,0,0,101,0,16837,1194,40946,2254
Mario Tennis - Open,164,162,111,57.74,0.32,1,0.54,B,0.23,1004,328,71,897,5,0,1404,2,614,6730,42323,877
Bomb Rush Cyberfunk,144,143,116,57.86,0.19,1,0.51,B,0.11,927,0,0,47,0,0,12,0,2637,3532,40421,2779
Rune Factory - A Fantasy Harvest Moon,175,175,149,60,0.15,1,0.64,B,0.14,12,0,0,1,0,0,17,0,971,12854,42790,410
Monster Crown,167,167,150,60,0.1,1,0.62,B,0.09,944,0,0,1894,1162,0,1185,0,852,7172,42971,229
XIII,149,149,141,60,0.05,1,0.57,B,0.04,23,0,0,0,2,0,333,0,5281,14994,42362,838
Tom Clancy's Splinter Cell Blacklist,140,140,135,60,0.04,1,0.54,B,0.02,0,0,0,4,0,0,0,0,6784,11759,28962,14238
Tokyo Jungle,125,125,110,60,0.12,0,0.46,B,0.06,0,0,0,0,0,0,51,0,5677,5187,38973,4227
Mario Golf,122,122,103,60,0.16,0,0.44,B,0.08,2272,0,0,41,0,0,1556,0,2476,3627,41899,1301
Squad 51 vs. the Flying Saucers,100,100,97,60,0.03,0,0.39,B,0.02,0,0,0,0,0,0,0,0,13976,8351,22368,20832
Unravel,95,95,92,60,0.03,0,0.37,B,0.02,1,0,0,0,0,0,0,0,10424,2315,39886,3314
The Mummy Demastered,97,97,87,60,0.1,0,0.36,B,0.05,216,0,0,3,0,0,620,0,8459,586,40738,2462
Metal Gear Solid - Peace Walker,92,92,87,60,0.05,0,0.35,B,0.03,0,0,0,0,0,0,0,0,20032,7325,30956,12244
Repella Fella,90,90,84,60,0.07,0,0.34,B,0.03,8,0,0,0,0,0,0,0,14378,2840,41169,2031
Rayman 3 - Hoodlum Havoc,87,87,83,60,0.05,0,0.33,B,0.02,120,0,0,302,0,0,1292,2,15483,1217,40171,3029
Prince of Persia - The Sands of Time,96,96,63,60,0.34,0,0.31,B,0.21,0,0,0,645,0,0,781,0,12726,1139,42864,336
Pseudoregalia,73,73,71,60,0.03,0,0.28,B,0.01,0,0,0,0,0,0,0,0,21824,1358,34596,8604
Castlevania - Lament of Innocence,66,66,63,60,0.05,0,0.25,B,0.02,0,0,0,0,0,0,6,0,18794,867,38590,4610
White Shadows,60,60,59,60,0.02,0,0.23,B,0.01,0,0,0,0,0,0,0,0,22732,1703,24435,18765
Aliens Infestation,77,77,30,60,0.61,0,0.21,B,0.44,0,0,0,3177,0,0,173,0,22245,485,43001,199
Bravely Default II,52,52,51,60,0.02,0,0.2,B,0.01,0,0,0,0,0,0,0,0,28732,3116,38969,4231
Primal,49,49,40,60,0.18,0,0.17,B,0.1,6,0,0,0,0,0,2,0,26788,172,42802,398
Iris.Fall,37,37,36,60,0.03,0,0.14,B,0.01,0,0,0,0,0,0,0,0,32778,1120,35197,8003
ToeJam and Earl - Back in the Groove,155,156,91,60.92,0.42,1,0.48,B,0.26,3275,24,0,6295,36,0,1120,0,2964,4601,43081,119
Oxenfree,55,56,33,62.61,0.41,0,0.17,B,0.26,0,0,0,0,0,0,98,0,22970,9,43011,189
Tales of the Abyss,141,142,122,63,0.14,1,0.52,B,0.08,16,0,0,2,0,0,150,0,1702,5050,37728,5472
Getting Over It with Bennett Foddy,74,76,36,63,0.53,0,0.22,B,0.36,0,0,0,1223,0,0,1608,0,22162,455,42573,627
Yoshi's Story,134,137,78,63.05,0.43,1,0.42,B,0.27,3131,27,8,2513,0,4,3683,21,232,3319,42887,313
LittleBigPlanet 2,88,89,71,63.33,0.2,0,0.31,B,0.11,300,0,0,68,0,0,200,0,15602,2287,40999,2201
Retro Game Challenge,38,39,23,63.75,0.41,0,0.12,B,0.26,0,0,0,2058,0,0,56,0,34828,150,42679,521
Sunset Overdrive,137,138,123,64,0.11,1,0.51,B,0.06,17,0,0,89,66,0,2226,0,2255,4933,41638,1562
Crash Bandicoot - N. Sane Trilogy,100,101,86,64,0.15,0,0.37,B,0.08,148,0,0,833,21,0,1033,1,6585,1415,42770,430
Sizeable,178,181,139,64.29,0.23,1,0.63,B,0.22,43,0,0,20,0,0,76,0,58,1290,43107,93
Wonder Boy - Asha in Monster World,180,181,168,64.62,0.07,1,0.68,B,0.08,101,28,22,164,3,0,408,0,356,8759,42372,828
