Name,r,g,b,hue,sat_1,value,lumo,Custom Order,sat_2,red,green,blue,yellow,cyan,magenta,orange,indigo,black,white,unknown,grey
Spelunky,75,52,33,27.14,0.56,0,0.21,C,0.39,315,0,0,122,0,0,300,0,22791,159,42881,319
Kingdom Hearts - Re-Chain of Memories,188,164,144,27.27,0.23,1,0.65,C,0.25,1086,0,0,130,0,0,1086,0,1427,15471,41280,1920
The Order 1886,86,80,75,27.27,0.13,0,0.32,C,0.07,0,0,0,19,0,0,4,0,20271,2299,37769,5431
Halo 2,123,73,31,27.39,0.75,0,0.3,C,0.6,3986,0,0,259,3,0,4126,0,7959,86,41876,1324
NAIRI - Tower of Shirin,149,136,125,27.5,0.16,1,0.54,C,0.1,18,0,0,267,0,0,368,0,1472,3323,39667,3533
Grand Theft Auto V,127,114,103,27.5,0.19,0,0.45,C,0.1,43,0,0,53,2,0,245,0,11641,6556,40573,2627
Armored Core - Master of Arena,88,75,64,27.5,0.27,0,0.3,C,0.16,52,0,0,49,0,0,277,0,20364,3507,42157,1043
GetsuFumaDen - Undying Moon,113,99,87,27.69,0.23,0,0.39,C,0.13,0,0,0,0,0,0,0,0,3764,929,39326,3874
Conker's Bad Fur Day,50,36,24,27.69,0.52,0,0.15,C,0.35,216,0,4,286,0,0,2646,0,30450,373,42784,416
Neverwinter Nights 2,22,15,9,27.69,0.59,0,0.06,C,0.42,297,0,0,2,0,0,157,0,37222,237,43043,157
Bright Bird,194,130,75,27.73,0.61,1,0.53,C,0.49,4962,0,0,555,0,0,6658,0,666,1166,42853,347
Age of Wonders 3,132,89,52,27.75,0.61,1,0.36,C,0.43,18,0,0,138,0,0,1846,0,7658,446,43027,173
Crash Bandicoot 3 - Warped,117,102,89,27.86,0.24,0,0.4,C,0.14,793,0,0,1802,8,0,722,1,5888,3433,41384,1816
Pokemon Ultra Sun,127,104,84,27.91,0.34,0,0.41,C,0.2,1545,0,0,543,0,0,2212,0,13688,6741,39868,3332
The Lord of the Rings - The Battle for Middle-Earth,155,115,80,28,0.48,1,0.46,C,0.32,65,0,0,96,0,0,3833,0,6045,4363,43103,97
Truberbrook,105,89,75,28,0.29,0,0.35,C,0.17,0,0,0,3,0,0,2,0,12276,1448,41756,1444
X-Men Legends II - Rise of Apocalypse,105,89,75,28,0.29,0,0.35,C,0.17,0,0,0,7,0,0,853,0,13510,2937,41820,1380
God of War - Chains of Olympus,130,82,40,28,0.69,1,0.33,C,0.53,213,0,0,57,0,0,1710,0,5073,1182,43188,12
Kingdoms of Amalur Reckoning,157,116,80,28.05,0.49,1,0.46,C,0.32,365,0,0,161,0,0,2624,0,7022,3276,43135,65
Professor Layton and the Diabolical Box,159,126,97,28.06,0.39,1,0.5,C,0.24,33,0,0,72,0,0,751,0,69,2232,42618,582
Cel Damage,166,108,57,28.07,0.66,1,0.44,C,0.49,6906,0,0,4469,0,0,4517,0,3504,1385,41873,1327
The Legend of Zelda - Ocarina of Time,154,137,122,28.12,0.21,1,0.54,C,0.14,798,0,105,132,0,2,40,13,1989,8636,43040,160
Prince of Persia - The Forgotten Sands,145,136,128,28.24,0.12,1,0.54,C,0.07,0,0,0,0,0,0,6,0,4576,10925,38677,4523
Unreal 2 - The Awakening,171,108,52,28.24,0.7,1,0.44,C,0.53,3226,0,0,3129,0,0,6539,0,7230,2305,43170,30
Neversong,129,75,27,28.24,0.79,1,0.31,C,0.65,1350,0,0,33,0,0,4274,0,5080,559,43200,0
Seven - Enhanced Edition,92,74,58,28.24,0.37,0,0.29,C,0.23,93,0,0,225,71,0,816,0,11361,16,41480,1720
Shenmue III,76,58,42,28.24,0.45,0,0.23,C,0.29,1,0,0,8,0,0,92,0,19998,637,42902,298
WARSAW,66,57,49,28.24,0.26,0,0.23,C,0.15,289,0,0,4,0,0,254,0,25891,765,40851,2349
Shank,137,91,50,28.28,0.64,1,0.37,C,0.47,232,0,0,0,0,0,789,0,5552,133,43172,28
Dungeon Siege II - Broken World,155,107,64,28.35,0.59,1,0.43,C,0.42,233,0,0,132,0,0,5787,0,985,504,43170,30
Total War - Rome 2,112,83,57,28.36,0.49,0,0.33,C,0.33,0,0,0,0,0,0,32,0,12250,528,43195,5
Kingdom Hearts - 358-2 Days,187,177,168,28.42,0.1,1,0.7,C,0.12,142,0,0,53,0,0,88,0,2942,19265,41306,1894
Ryse - Son of Rome,96,86,77,28.42,0.2,0,0.34,C,0.11,4,0,0,0,0,0,0,0,18713,5545,41388,1812
Mad Max,101,81,63,28.42,0.38,0,0.32,C,0.23,2,0,0,0,0,0,70,0,13471,1216,40795,2405
Fire Emblem Echoes - Shadows of Valentia,181,159,139,28.57,0.23,1,0.63,C,0.22,59,0,0,0,0,0,13,0,1274,11380,42487,713
Discipline The Record of a Crusade,173,151,131,28.57,0.24,1,0.6,C,0.2,0,0,0,0,0,0,0,0,1502,4761,41343,1857
Zero Time Dilemma,83,72,62,28.57,0.25,0,0.28,C,0.14,0,0,0,0,0,0,0,0,11777,1,35320,7880
Greedventory,71,47,25,28.7,0.65,0,0.19,C,0.48,29,0,0,1173,0,0,2365,22,23283,121,42106,1094
Wild Arms 3,162,125,91,28.73,0.44,1,0.5,C,0.28,76,0,0,75,0,0,994,0,3872,842,42158,1042
Max Payne 3,150,111,75,28.8,0.5,1,0.44,C,0.33,250,0,0,154,0,0,3291,0,3158,2840,43101,99
The Walking Dead Season 2,54,41,29,28.8,0.46,0,0.16,C,0.3,0,0,0,0,0,0,2,0,26478,166,42391,809
Pokémon Sun,197,155,116,28.89,0.41,1,0.61,C,0.41,1138,0,0,1648,0,0,5804,0,1146,11956,41636,1564
Mario Party DS,157,128,101,28.93,0.36,1,0.51,C,0.22,1704,58,88,549,180,0,2090,1,1396,3811,42310,890
Nuts,65,50,36,28.97,0.45,0,0.2,C,0.29,0,0,0,0,0,0,0,0,13443,0,42866,334
XCOM Enemy Within,105,74,45,29,0.57,0,0.29,C,0.4,190,0,0,825,19,0,3366,0,8338,182,43076,124
Disco Elysium,118,102,87,29.03,0.26,0,0.4,C,0.15,1,0,0,3,0,0,281,0,10318,5352,41054,2146
Ys I & II Chronicles,91,75,60,29.03,0.34,0,0.3,C,0.21,0,0,0,1,0,0,34,0,20898,1028,42345,855
Legacy of Kain - Blood Omen,120,87,56,29.06,0.53,0,0.35,C,0.36,971,0,0,122,0,0,1914,0,8239,90,42056,1144
Atelier Ryza 2 - Lost Legends & the Secret Fairy,169,152,136,29.09,0.2,1,0.6,C,0.16,1,0,0,49,0,0,111,0,724,6480,39287,3913
Code of Princess,141,124,108,29.09,0.23,1,0.49,C,0.13,11,0,0,22,0,0,108,0,3415,2954,39715,3485
Ash of Gods Redemption,94,60,28,29.09,0.7,0,0.24,C,0.54,36,0,0,0,0,0,26,0,4844,20,43200,0
Happy Game,110,92,75,29.14,0.32,0,0.36,C,0.19,85,0,0,430,0,0,910,0,15456,3814,42495,705
Weird West,79,61,44,29.14,0.44,0,0.24,C,0.28,10,0,0,0,0,0,118,0,17240,1771,38657,4543
Ys Origin,150,131,113,29.19,0.25,1,0.52,C,0.15,0,0,0,0,0,0,0,0,2999,3835,42950,250
Mister Mosquito,160,122,86,29.19,0.46,1,0.48,C,0.3,2055,0,0,952,0,0,5486,0,1266,3175,43013,187
Boris and the Dark Survival,87,68,50,29.19,0.43,0,0.27,C,0.27,23,0,0,87,0,0,431,0,23151,6426,42456,744
The Saboteur,107,86,66,29.27,0.38,0,0.34,C,0.24,0,0,0,0,0,0,8,0,18653,282,43006,194
Okamiden,183,161,140,29.3,0.23,1,0.63,C,0.23,898,0,0,11,0,0,12,0,3252,7231,42658,542
Baldur's Gate,115,93,72,29.3,0.37,0,0.37,C,0.23,11,0,0,60,0,0,53,0,942,0,43089,111
Dragon Ball Z - Shin Budokai - Another Road,122,98,75,29.36,0.39,0,0.39,C,0.24,1819,67,0,1380,0,0,783,0,9929,2904,41769,1431
Naruto Shippuden - Ultimate Ninja Storm 3,128,103,79,29.39,0.38,1,0.41,C,0.24,393,0,0,1827,42,0,2062,0,7471,1071,41050,2150
The Vagrant,102,77,53,29.39,0.48,0,0.3,C,0.32,121,0,0,288,0,0,1549,0,16603,3037,42434,766
Commandos 2 - Men of Courage,80,54,29,29.41,0.64,0,0.21,C,0.47,481,0,0,867,0,0,3126,0,24047,140,43152,48
Firewatch,179,100,24,29.42,0.87,1,0.4,C,0.76,84,0,0,125,0,0,23279,0,5591,0,43200,0
Untold Legends - The Warriors Code,143,113,84,29.49,0.41,1,0.45,C,0.26,916,0,0,1436,0,0,2839,0,4716,3705,42373,827
Tooth and Tail,172,135,99,29.59,0.42,1,0.53,C,0.31,246,0,0,0,0,0,86,0,3419,102,43099,101
Serious Sam 4,153,108,64,29.66,0.58,1,0.43,C,0.41,75,0,0,4,0,0,3282,0,2553,1150,43180,20
Super Time Force,164,118,73,29.67,0.55,1,0.46,C,0.38,2533,0,466,1014,0,0,13082,0,1307,1916,42900,300
Mario Kart 7,180,173,166,30,0.08,1,0.68,C,0.09,675,49,114,240,0,0,123,0,1346,18110,36337,6863
Mario Party,178,168,158,30,0.11,1,0.66,C,0.11,2085,0,0,472,0,0,905,0,490,11871,42621,579
SpellForce Platinum Edition,169,165,161,30,0.05,1,0.65,C,0.04,4,0,0,0,0,0,36,0,2165,16869,29552,13648
MadWorld,162,161,160,30,0.01,1,0.63,C,0.01,0,0,0,0,0,0,0,0,12484,24115,37652,5548
Dragon Quest IV - Chapters of the Chosen,168,152,136,30,0.19,1,0.6,C,0.16,107,0,0,0,0,0,21,0,1782,9745,42075,1125
Crash Bash,161,145,129,30,0.2,1,0.57,C,0.15,1653,0,2,1891,4,0,2095,0,1603,5029,41073,2127
Wario Land - Shake It!,168,144,120,30,0.29,1,0.56,C,0.22,1551,0,0,2558,2,0,2330,0,2220,7120,42284,916
Tenchu 2 - Birth of the Stealth Assassins,150,141,132,30,0.12,1,0.55,C,0.08,10,0,0,0,0,0,0,0,8793,13246,39044,4156
ASTLIBRA Revision,158,133,108,30,0.32,1,0.52,C,0.2,2,0,0,0,0,0,32,0,4093,2655,42600,600
Brothers - A Tale of Two Sons,133,122,111,30,0.17,1,0.48,C,0.09,0,0,0,0,0,0,4,0,2095,2485,34893,8307
Bangai-O Spirits,124,118,112,30,0.1,0,0.46,C,0.05,197,0,0,251,0,0,1009,0,5268,6274,31760,11440
Vagrus - The Riven Realms,141,111,81,30,0.43,1,0.44,C,0.27,0,0,0,0,0,0,1,0,4858,0,43089,111
Final Fantasy VIII,136,108,80,30,0.41,1,0.42,C,0.26,160,0,0,377,0,0,1221,0,5702,3247,42476,724
The Legend of Zelda - Twilight Princess,116,107,98,30,0.16,0,0.42,C,0.08,617,0,0,0,0,0,38,0,4244,400,34910,8290
Castle Crashers,113,104,95,30,0.16,0,0.41,C,0.09,440,48,0,0,1,0,979,0,2386,4262,38780,4420
Have a Nice Death,106,105,104,30,0.02,0,0.41,C,0.01,0,0,0,0,0,0,0,0,16988,9527,36261,6939
Alan Wake's American Nightmare,128,100,72,30,0.44,1,0.39,C,0.28,31,0,0,2432,0,0,416,0,9085,257,41556,1644
Dragon Ball Z - Shin Budokai,134,99,64,30,0.52,1,0.39,C,0.35,1419,0,0,1202,0,0,4453,0,10284,3270,41440,1760
Sunday Gold,127,95,63,30,0.5,0,0.37,C,0.34,2,0,0,526,0,0,9040,1,9397,142,43032,168
Ratchet Deadlocked,110,91,72,30,0.35,0,0.36,C,0.21,0,0,0,112,1,0,368,0,11506,946,41204,1996
Dark Souls II,90,89,88,30,0.02,0,0.35,C,0.01,0,0,0,0,0,0,0,0,11027,1264,14326,28874
Stories - The Path of Destinies,96,87,78,30,0.19,0,0.34,C,0.1,727,0,0,205,116,0,664,0,12020,2200,41905,1295
Death's Door,84,82,80,30,0.05,0,0.32,C,0.02,0,0,0,0,0,0,11,0,5046,1776,26303,16897
Total War - WARHAMMER,87,78,69,30,0.21,0,0.31,C,0.12,16,0,0,2,0,0,87,0,12225,536,36599,6601
God of War II,83,77,71,30,0.14,0,0.3,C,0.08,0,0,0,116,0,0,182,0,13955,485,33677,9523
Gex 3 - Deep Cover Gecko,71,66,61,30,0.14,0,0.26,C,0.08,906,0,0,129,0,0,359,0,21132,2154,41336,1864
The Jackbox Party Pack 3,72,65,58,30,0.19,0,0.25,C,0.11,115,0,0,14,1,0,40,0,20648,1543,41114,2086
Mortal Kombat - Deception,88,59,30,30,0.66,0,0.23,C,0.49,33,0,0,242,0,0,1505,0,19845,1349,43081,119
Commandos - Behind Enemy Lines,64,54,44,30,0.31,0,0.21,C,0.19,135,0,0,257,0,0,1086,0,25889,2843,40789,2411
Corpse Keeper,66,50,34,30,0.48,0,0.2,C,0.32,1,2,0,711,0,0,435,0,22984,791,41160,2040
Mecha Knights - Nightmare,44,43,42,30,0.05,0,0.17,C,0.02,0,0,0,0,0,0,0,0,31265,265,33359,9841
Amnesia - Rebirth,48,38,28,30,0.42,0,0.15,C,0.26,4,0,0,0,0,0,141,0,29466,1631,41802,1398
Mortal Kombat X,38,35,32,30,0.16,0,0.14,C,0.09,0,0,0,0,0,0,0,0,32662,2072,40892,2308
Solium Infernum,182,147,111,30.42,0.39,1,0.57,C,0.33,949,0,0,33,0,0,694,0,2547,2169,43140,60
007 - The World Is Not Enough,128,98,67,30.49,0.48,1,0.38,C,0.31,2560,0,0,1141,0,0,6148,0,12951,2181,43071,129
Full Metal Furies,131,102,72,30.51,0.45,1,0.4,C,0.29,152,0,0,1466,50,0,697,0,3254,227,42421,779
Apotheon,79,50,20,30.51,0.75,0,0.19,C,0.6,89,0,0,0,0,0,5352,0,24453,0,43188,12
Spyro - Year of the Dragon,183,131,77,30.57,0.58,1,0.51,C,0.42,479,0,0,2977,0,0,9418,52,128,696,42634,566
Dark Cloud,113,88,62,30.59,0.45,0,0.34,C,0.29,330,0,0,1919,0,0,1879,1,13674,1032,42851,349
Mario Party 3,146,122,97,30.61,0.34,1,0.48,C,0.2,1456,35,136,1937,0,6,1992,16,2534,4260,42267,933
Shadow of the Colossus,95,71,46,30.61,0.52,0,0.28,C,0.35,0,0,0,0,0,0,0,0,18488,562,43198,2
Fuga - Melodies of Steel 2,176,133,88,30.68,0.5,1,0.52,C,0.36,221,0,0,844,0,0,4219,0,2363,2111,42231,969
American Fugitive,189,168,146,30.7,0.23,1,0.66,C,0.25,4,0,0,157,0,0,356,0,2902,14835,42283,917
Singularity,76,55,33,30.7,0.57,0,0.21,C,0.39,332,0,0,3,0,0,1192,0,26027,1804,43200,0
Trine 5 - A Clockwork Conspiracy,121,103,84,30.81,0.31,0,0.4,C,0.18,105,0,0,1,27,0,454,0,4320,891,41811,1389
Infected Shelter,109,91,72,30.81,0.34,0,0.35,C,0.2,1679,0,0,471,0,0,2621,0,7206,3598,42163,1037
Serious Sam 2,80,64,47,30.91,0.41,0,0.25,C,0.26,1192,0,0,2843,0,0,552,0,22949,189,38921,4279
Mortal Kombat Unchained,109,79,47,30.97,0.57,0,0.31,C,0.4,223,0,0,387,0,0,2150,0,15869,1740,43048,152
Neighbors Back From Hell,122,93,62,31,0.49,0,0.36,C,0.33,157,0,18,22,0,0,1855,6,2395,246,42558,642
Choo-Choo Charles,144,130,115,31.03,0.2,1,0.51,C,0.12,9,0,0,0,0,0,426,0,2574,6632,40772,2428
Anna's Quest,87,73,58,31.03,0.33,0,0.28,C,0.2,0,0,0,0,0,0,7,0,15619,84,41518,1682
Dungeon Siege,80,66,51,31.03,0.36,0,0.26,C,0.22,144,0,0,187,0,0,774,0,22573,1950,41728,1472
Valkyrie Profile 2 Silmeria,147,134,120,31.11,0.18,1,0.52,C,0.11,0,0,0,0,0,0,0,0,1845,4645,42604,596
FRONT MISSION 1st - Remake,107,81,53,31.11,0.5,0,0.31,C,0.34,6,0,0,51,0,0,1702,0,12480,1457,42853,347
Dragon Ball Z - Supersonic Warriors 2,133,108,81,31.15,0.39,1,0.42,C,0.24,1365,0,0,1733,0,0,417,0,13517,5373,42421,779
PlateUp,183,146,106,31.17,0.42,1,0.57,C,0.35,110,0,0,1051,0,0,13023,0,297,4654,42475,725
Patapon,166,105,39,31.18,0.77,1,0.4,C,0.62,2,0,0,1,0,0,23690,0,12936,990,42662,538
Harvest Moon - Frantic Farming,174,162,149,31.2,0.14,1,0.63,C,0.13,272,0,0,53,0,0,639,2,1394,8377,41978,1222
Nebuchadnezzar,93,81,68,31.2,0.27,0,0.32,C,0.16,0,0,0,0,0,0,0,0,8102,9,39022,4178
Chicago 1930,66,54,41,31.2,0.38,0,0.21,C,0.23,0,0,0,29,0,0,67,0,24114,1539,41805,1395
Final Fantasy Crystal Chronicles - Ring of Fates,177,155,131,31.3,0.26,1,0.6,C,0.23,41,0,11,4,192,0,98,0,1650,1760,42716,484
Cogs,62,51,39,31.3,0.37,0,0.2,C,0.23,0,0,0,2,0,0,152,0,22983,344,38137,5063
Potion Craft Alchemist Simulator,153,121,86,31.34,0.44,1,0.47,C,0.28,0,0,0,0,0,0,0,0,262,0,43200,0
Red Faction II,178,158,136,31.43,0.24,1,0.62,C,0.21,138,0,0,48,0,0,12,0,2277,5273,43140,60
Teenage Mutant Ninja Turtles 3 - Mutant Nightmare,140,104,64,31.58,0.54,1,0.4,C,0.37,2957,0,0,2733,0,0,2768,0,9336,2690,42674,526
Mario Kart - Double Dash,110,101,91,31.58,0.17,0,0.39,C,0.09,731,2,3,922,0,0,1070,0,6236,2202,37934,5266
COCOON,80,71,61,31.58,0.24,0,0.28,C,0.13,297,0,0,0,0,0,203,0,18783,1314,39385,3815
Fire Emblem - Path Of Radiance,117,100,81,31.67,0.31,0,0.39,C,0.18,109,0,0,10,0,0,357,0,4546,2310,41524,1676
Empires of the Undergrowth,113,96,77,31.67,0.32,0,0.37,C,0.19,14,0,0,135,0,0,25,0,9692,1660,38818,4382
Smelter,164,132,96,31.76,0.41,1,0.51,C,0.27,0,0,0,0,0,0,0,0,206,0,43200,0
Costume Quest,116,100,82,31.76,0.29,0,0.39,C,0.17,468,0,0,299,47,0,3014,0,4009,405,42280,920
Raji - An Ancient Epic,105,89,71,31.76,0.32,0,0.35,C,0.19,0,0,0,0,0,0,8,0,16039,1624,41562,1638
Total War Saga - Thrones of Britannia,81,73,64,31.76,0.21,0,0.28,C,0.12,0,0,0,0,0,0,0,0,5593,23,23586,19614
Paper Mario - The Thousand-Year Door,168,145,119,31.84,0.29,1,0.56,C,0.22,1599,3,195,1078,0,0,1013,0,3390,3905,41093,2107
Teenage Mutant Ninja Turtles - The Cowabunga Collection,100,85,68,31.87,0.32,0,0.33,C,0.19,183,0,0,245,0,0,1516,0,13030,2389,42021,1179
Silent Hill Origins,149,134,117,31.88,0.21,1,0.52,C,0.13,0,0,0,0,0,0,0,0,9497,13278,43143,57
Resident Evil 7,192,170,145,31.91,0.24,1,0.66,C,0.27,28,0,0,0,0,0,307,0,52,3074,43200,0
Spelunky 2,98,76,51,31.91,0.48,0,0.29,C,0.32,2,0,0,1199,0,0,2073,0,16230,119,43059,141
Etrian Mystery Dungeon,163,134,101,31.94,0.38,1,0.52,C,0.25,899,0,0,681,0,0,2381,0,4748,4907,41883,1317
Stuntman Ignition,146,117,84,31.94,0.42,1,0.45,C,0.27,54,0,0,1579,0,0,1802,0,5394,3729,40803,2397
Jet Li - Rise to Honor,65,44,20,32,0.69,0,0.17,C,0.53,2,0,0,30,0,0,740,0,23239,557,42860,340
Dragon Ball FighterZ,174,133,86,32.05,0.51,1,0.51,C,0.35,203,0,0,907,0,0,4659,0,2508,3889,42921,279
Bulletstorm,128,108,85,32.09,0.34,1,0.42,C,0.2,266,0,0,204,2,0,650,0,10935,1758,42957,243
Etrian Odyssey II - Heroes of Lagaard,115,102,87,32.14,0.24,0,0.4,C,0.14,112,0,0,260,0,0,570,0,5462,1279,42002,1198
Quake II,66,53,38,32.14,0.42,0,0.2,C,0.27,101,0,0,0,0,0,42,0,20860,451,42416,784
Alex Kidd in Miracle World DX,176,157,135,32.2,0.23,1,0.61,C,0.21,1398,0,0,1978,163,0,3686,0,182,6127,43105,95
Strange Horticulture,87,68,46,32.2,0.47,0,0.26,C,0.31,0,0,0,1,0,0,0,0,16072,13,43149,51
Phoenix Wright Ace Attorney - Justice For All,190,172,151,32.31,0.21,1,0.67,C,0.23,65,0,0,71,26,0,5667,0,2235,17218,41989,1211
WarioWare Move It!,188,152,110,32.31,0.41,1,0.58,C,0.37,1716,0,0,2887,5,0,3757,0,3154,4501,42696,504
The Darkness II,127,115,101,32.31,0.2,0,0.45,C,0.11,0,0,0,0,0,0,0,0,12364,10768,42362,838
Batman Arkham Knight,89,83,76,32.31,0.15,0,0.32,C,0.08,0,0,0,0,0,0,0,0,19914,5231,40533,2667
Space Station Silicon Valley,74,68,61,32.31,0.18,0,0.26,C,0.1,588,173,0,605,0,0,647,19,21095,1241,41714,1486
Bleed 2,185,138,83,32.35,0.55,1,0.53,C,0.42,3,0,0,533,0,0,7236,2,374,237,43052,148
Giana Sisters - Twisted Dreams,151,110,62,32.36,0.59,1,0.42,C,0.42,2790,0,0,1210,70,0,9914,0,3423,1117,42759,441
Fallout Tactics - Brotherhood of Steel,145,99,45,32.4,0.69,1,0.37,C,0.53,1125,0,0,3773,0,0,4911,0,5792,605,42714,486
Total War - Three Kingdoms,166,149,129,32.43,0.22,1,0.58,C,0.17,2,0,0,0,0,0,5,0,3681,9191,42292,908
The Legend of Zelda - Phantom Hourglass,158,130,97,32.46,0.39,1,0.5,C,0.24,309,0,0,73,0,0,24,0,1631,164,43078,122
Kill It With Fire,178,145,106,32.5,0.4,1,0.56,C,0.32,397,0,0,3184,0,0,4252,0,5540,6983,42475,725
Shadowrun Dragonfall,126,115,102,32.5,0.19,0,0.45,C,0.11,16,0,0,21,0,0,1339,0,10234,757,38587,4613
Armored Core V,131,109,83,32.5,0.37,1,0.42,C,0.22,0,0,0,0,0,0,862,0,13787,6408,42887,313
Tomb Raider I II III Remastered Starring Lara Croft,72,61,48,32.5,0.33,0,0.24,C,0.2,0,0,0,0,0,0,533,0,26847,36,42354,846
Yakuza Like a Dragon,174,125,67,32.52,0.61,1,0.47,C,0.44,676,0,11,2779,0,0,12338,2,3913,3518,42629,571
Oddworld - Abe's Exoddus,184,114,31,32.55,0.83,1,0.42,C,0.71,6264,0,0,3481,0,0,12065,0,1683,210,43089,111
Castlevania Symphony of the Night,77,61,42,32.57,0.45,0,0.23,C,0.29,423,0,0,118,0,0,1195,0,20879,500,42236,964
Expeditions - Rome,168,147,122,32.61,0.27,1,0.57,C,0.21,1,0,0,104,0,0,641,0,4949,15875,43049,151
Like a Dragon - Ishin,156,114,64,32.61,0.59,1,0.43,C,0.42,2531,0,0,2257,0,0,5118,0,13981,1293,43195,5
Pilgrims,69,48,23,32.61,0.67,0,0.18,C,0.5,6,0,0,0,0,0,391,0,22119,98,43198,2
Paperboy,150,135,117,32.73,0.22,1,0.52,C,0.14,945,0,28,27,0,0,350,0,4965,2540,41924,1276
TASOMACHI - Behind the Twilight,134,124,112,32.73,0.16,1,0.48,C,0.09,0,0,0,8,0,0,132,0,745,2589,39380,3820
Punch-Out!!,122,107,89,32.73,0.27,0,0.41,C,0.16,375,0,0,3971,0,0,947,0,5896,1796,42626,574
Lotus Lantern - Rescue Mother,65,55,43,32.73,0.34,0,0.21,C,0.2,0,0,0,1009,0,0,651,0,26872,2002,41874,1326
DmC Devil May Cry,150,121,86,32.81,0.43,1,0.46,C,0.27,1637,0,0,560,41,0,6533,0,4899,2522,43027,173
Pure,181,158,130,32.94,0.28,1,0.61,C,0.26,1245,0,0,47,0,0,3605,0,5802,15502,40661,2539
Half-Minute Hero,192,183,172,33,0.1,1,0.71,C,0.14,0,0,0,4,0,0,133,0,1282,19956,40699,2501
Catmaze,99,90,79,33,0.2,0,0.35,C,0.11,429,0,0,5,2046,0,122,0,11073,717,41250,1950
Infamous,92,83,72,33,0.22,0,0.32,C,0.12,0,0,0,2,0,0,63,0,14173,2688,40124,3076
Wulverblade,84,75,64,33,0.24,0,0.29,C,0.14,4,0,0,14,35,0,933,0,10587,1367,42171,1029
Shiren the Wanderer,130,109,83,33.19,0.36,1,0.42,C,0.22,247,0,0,58,0,0,1091,0,6770,2977,41094,2106
SpellForce - Conquest of Eo,110,89,63,33.19,0.43,0,0.34,C,0.27,1165,0,0,143,17,0,6137,0,14705,639,42476,724
Blast Brigade vs the Evil Legion of Dr. Cread,216,133,30,33.23,0.86,1,0.48,C,0.76,733,0,0,41,0,0,29369,0,2481,2667,42546,654
Metal Gear Solid - Portable Ops,170,166,161,33.33,0.05,1,0.65,C,0.05,5,0,0,25,0,0,97,0,8757,23450,37504,5696
Record of Lodoss War Deedlit in Wonder Labyrinth,184,168,148,33.33,0.2,1,0.65,C,0.2,0,0,0,0,0,0,0,0,208,6248,42236,964
Ehrgeiz,149,141,131,33.33,0.12,1,0.55,C,0.08,24,0,4,4,0,0,66,0,2786,5530,31438,11762
Nier - Automata_2,120,116,111,33.33,0.07,0,0.45,C,0.04,0,0,0,0,0,0,0,0,11413,9280,38899,4301
Clock Tower 3,63,59,54,33.33,0.14,0,0.23,C,0.08,4,0,0,26,0,0,178,0,25268,3095,37426,5774
Bendy and the Ink Machine,63,43,18,33.33,0.71,0,0.16,C,0.56,0,0,0,727,0,0,958,0,26643,0,43196,4
Unruly Heroes,173,120,53,33.5,0.69,1,0.44,C,0.53,2276,0,0,2479,0,0,7019,0,2854,6,43171,29
Marvel's Midnight Suns,98,72,39,33.56,0.6,0,0.27,C,0.43,88,0,0,1437,0,0,2427,0,17266,953,42549,651
Kingdom Hearts - Re-Coded,198,187,173,33.6,0.13,1,0.73,C,0.18,346,0,26,320,0,0,556,0,1512,21736,42025,1175
Another World,119,108,94,33.6,0.21,0,0.42,C,0.12,0,0,0,0,0,0,0,0,5355,3,41699,1501
Battletoads,94,72,44,33.6,0.53,0,0.27,C,0.36,1186,1,0,1782,0,0,738,0,9223,239,43066,134
Unrooted,60,42,19,33.66,0.68,0,0.15,C,0.52,0,1031,0,0,0,0,0,0,17395,696,42280,920
R Type Command,178,171,162,33.75,0.09,1,0.67,C,0.09,473,0,0,94,0,0,877,0,266,16352,35045,8155
NieR Replicant,146,139,130,33.75,0.11,1,0.54,C,0.07,0,0,0,0,0,0,0,0,6748,11630,37162,6038
Professor Layton and The Miracle Mask,135,114,87,33.75,0.36,1,0.44,C,0.22,621,0,0,1311,0,0,1043,0,692,330,42141,1059
Octopath Traveler,110,103,94,33.75,0.15,0,0.4,C,0.08,18,0,0,0,0,0,0,0,11184,2963,36294,6906
Kill.Switch,127,99,63,33.75,0.5,0,0.37,C,0.34,224,0,2,1533,0,0,3472,0,13724,4504,41541,1659
Professor Layton and the Last Specter,117,96,69,33.75,0.41,0,0.36,C,0.26,0,0,0,409,0,0,3569,0,3696,1483,41819,1381
FTL - Faster Than Light,76,69,60,33.75,0.21,0,0.27,C,0.12,0,0,0,0,0,0,281,0,16375,1901,37576,5624
Metroid Prime,133,116,94,33.85,0.29,1,0.45,C,0.17,281,0,0,46,0,0,466,0,2819,813,41521,1679
It Takes Two,175,145,106,33.91,0.39,1,0.55,C,0.3,124,0,0,696,0,0,2534,0,3528,2550,41658,1542
Mario Tennis,181,141,89,33.91,0.51,1,0.53,C,0.38,546,0,0,4310,0,0,972,0,600,1176,43027,173
Gunpey DS,180,147,104,33.95,0.42,1,0.56,C,0.34,238,1,0,2118,0,0,6452,0,2129,8453,42462,738
Parasite Eve II,145,132,115,34,0.21,1,0.51,C,0.12,0,0,0,0,0,0,5,0,3907,3006,41226,1974
The Secret Saturdays - Beasts of the 5th Sun,119,93,59,34,0.5,0,0.35,C,0.34,41,0,0,785,0,0,2720,0,13851,3906,42783,417
